Group,Family,Scientific Name,variety,Common Name,Native/Exotic,Fresh/Marine/Brackish
Crustaceans-Shrimp,Palaemonidae,Palaemonetes paludosus,,riverine grass shrimp,Native,Freshwater
Reptiles-Turtles,Trionychidae,Palea steindachneri,,Wattle-necked Softshell,Exotic,Freshwater
Reptiles-Crocodilians,Alligatoridae,Paleosuchus palpebrosus,,Cuvier's Smooth-fronted Caiman,Exotic,Freshwater
Reptiles-Crocodilians,Alligatoridae,Paleosuchus trigonatus,,Schneider's Smooth-fronted Caiman,Exotic,Freshwater
Fishes,Pangasiidae,Pangasianodon hypophthalmus,,iridescent shark,Exotic,Freshwater
Fishes,Cobitidae,Pangio kuhlii,,coolie loach,Exotic,Freshwater
Fishes,Blenniidae,Parablennius thysanius,,blenny,Exotic,Marine
Fishes,Characidae,Paracheirodon innesi,,neon tetra,Exotic,Freshwater
Fishes,Cichlidae,Parachromis dovii,,wolf cichlid,Exotic,Freshwater
Fishes,Cichlidae,Parachromis managuensis,,Jaguar Guapote,Exotic,Freshwater
Crustaceans-Amphipods,Corophiinae,Paracorophium lucasi,,a New Zealand amphipod,Exotic,Brackish-Freshwater
Crustaceans-Amphipods,Corophiinae,Paracorophium sp.,,an amphipod,Exotic,Freshwater-Brackish
Crustaceans-Copepods,Cyclopidae,Paracyclops bromeliacola,,a copepod,Exotic,Freshwater
Fishes,Serranidae,Paralabrax maculatofasciatus,,Spotted Sand Bass,Native,Marine
Fishes,Paralichthyidae,Paralichthys aestuarius,,Cortez Halibut,Exotic,Marine
Fishes,Paralichthyidae,Paralichthys albigutta,,Gulf Flounder,Native,Marine
Fishes,Paralichthyidae,Paralichthys lethostigma,,Southern Flounder,Native,Marine
Fishes,Paralichthyidae,Paralichthys woolmani,,Dappled Flounder,Exotic,Marine
Fishes,Cobitidae,Paramisgurnus dabryanus,,Paramisgurnus weatherfish,Exotic,Freshwater
Fishes,Cichlidae,Paraneetroplus melanurus x P. zonatus(?),,Paraneetroplus [Theraps] hybrid,Exotic,Freshwater
Fishes,Auchenipteridae,Parauchenipterus galeatus,,driftwood catfish,Exotic,Freshwater
Fishes,Loricariidae,Peckoltia sp.,,clown pleco,Exotic,Freshwater
Bryozoans,Pectinatellidae,Pectinatella magnifica,,magnificent bryozoan,Native,Freshwater
Reptiles-Turtles,Trionychidae,Pelodiscus sinensis,,Chinese softshell,Exotic,Freshwater
Amphibians-Frogs,Ranidae,Pelophylax nigromaculatus,,Black-spotted Frog,Exotic,Freshwater
Reptiles-Turtles,Pelomedusidae,Pelusios subniger,,East African Black Mud Turtle,Exotic,Freshwater
Fishes,Cichlidae,Pelvicachromis pulcher,,rainbow krib,Exotic,Freshwater
Crustaceans-Shrimp,Penaeidae,Penaeus monodon,,Asian tiger shrimp,Exotic,Marine
Fishes,Stromateidae,Peprilus simillimus,,Pacific Pompano,Native,Marine-Freshwater
Fishes,Percidae,Perca flavescens,,Yellow Perch,Native,Freshwater
Fishes,Percidae,Percina caprodes,,Logperch,Native,Freshwater
Fishes,Percidae,Percina macrolepida,,Bigscale Logperch,Native,Freshwater
Fishes,Percidae,Percina maculata,,Blackside Darter,Native,Freshwater
Fishes,Percidae,Percina nigrofasciata,,Blackbanded Darter,Native,Freshwater
Fishes,Percidae,Percina notogramma,,Stripeback Darter,Native,Freshwater
Fishes,Percidae,Percina peltata,,Shield Darter,Native,Freshwater
Fishes,Percidae,Percina roanoka,,Roanoke Darter,Native,Freshwater
Fishes,Percidae,Percina shumardi,,River Darter,Native,Freshwater
Fishes,Percidae,Percina tanasi,,Snail Darter,Native,Freshwater
Fishes,Percopsidae,Percopsis omiscomaycus,,Trout-perch,Native,Freshwater
Mollusks-Bivalves,Mytilidae,Perna viridis,,green mussel,Exotic,Marine
Fishes,Pimelodidae,Perrunichthys perruno,,leopard catfish,Exotic,Freshwater
Fishes,Cichlidae,Petenia splendida,,Giant Cichlid,Exotic,Freshwater
Fishes,Cyprinidae,Pethia conchonius,,rosy barb,Exotic,Freshwater
Fishes,Cyprinidae,Pethia gelius,,dwarf barb,Exotic,Freshwater
Fishes,Petromyzontidae,Petromyzon marinus,,Sea Lamprey,Native,Freshwater-Marine
Fishes,Cyprinidae,Phenacobius mirabilis,,Suckermouth Minnow,Native,Freshwater
Fishes,Alestiidae,Phenacogrammus interruptus,,Congo tetra,Exotic,Freshwater
Plants,Philydraceae,Philydrum lanuginosum,,wooly frogs mouth,Exotic,Freshwater
Fishes,Pimelodidae,Phractocephalus hemiliopterus x Pseudoplatystoma sp.,,Pimelodid hybrid catfish,Exotic Hybrid,Freshwater
Fishes,Pimelodidae,Phractocephalus hemioliopterus,,redtail catfish,Exotic,Freshwater
Plants,Phyllanthaceae,Phyllanthus fluitans,,red root floater,Exotic,Freshwater
Mollusks-Gastropods,Physidae,Physa skinneri,,glass physa,Native,Freshwater
Mollusks-Gastropods,Physidae,Physella acuta,,European physa,Exotic,Freshwater
Mollusks-Gastropods,Physidae,Physella sp.,,a physa,Exotic,Freshwater
Fishes,Characidae,Piaractus brachypomus,,pirapatinga, red-bellied pacu,Exotic,Freshwater
Fishes,Characidae,Piaractus mesopotamicus,,small-scaled pacu,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pila luzonica,,snail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pila scutata,,an apple snail,Exotic,Freshwater
Fishes,Cyprinidae,Pimephales notatus,,Bluntnose Minnow,Native,Freshwater
Fishes,Cyprinidae,Pimephales promelas,,Fathead Minnow,Native,Freshwater
Fishes,Cyprinidae,Pimephales tenellus,,Slim Minnow,Native,Freshwater
Fishes,Cyprinidae,Pimephales vigilax,,Bullhead Minnow,Native,Freshwater
Amphibians-Frogs,Pipidae,Pipa pipa,,Suriname toad,Exotic,Freshwater
Mollusks-Bivalves,Sphaeriidae,Pisidium amnicum,,greater European peaclam,Exotic,Freshwater
Mollusks-Bivalves,Sphaeriidae,Pisidium henslowanum,,Henslow peaclam,Exotic,Freshwater
Mollusks-Bivalves,Sphaeriidae,Pisidium moitessierianum,,pygmy peaclam,Exotic,Freshwater
Mollusks-Bivalves,Sphaeriidae,Pisidium punctiferum,,striate peaclam,Native,Freshwater
Mollusks-Bivalves,Sphaeriidae,Pisidium supinum,,humpbacked peaclam,Exotic,Freshwater
Plants,Araceae,Pistia stratiotes,,water lettuce,Native?,Freshwater
Fishes,Cyprinidae,Plagopterus argentissimus,,Woundfin,Native,Freshwater
Mollusks-Gastropods,Planorbidae,Planorbella duryi,,Seminole rams-horn,Native,Freshwater
Fishes,Ephippididae,Platax orbicularis,,orbiculate batfish,Exotic,Marine
Reptiles-Turtles,Chelidae,Platemys platycephala,,twist-necked turtle,Exotic,Freshwater
Fishes,Pleuronectidae,Platichthys flesus,,European flounder,Exotic,Marine
Fishes,Pleuronectidae,Platichthys stellatus,,Starry Flounder,Native,Marine
Crustaceans-Crabs,Grapsidae,Platychirograpsus spectabilis,,saber crab,Exotic,Freshwater-Brackish
Fishes,Doradidae,Platydoras costatus,,Raphael catfish,Exotic,Freshwater
Fishes,Cyprinidae,Platygobio gracilis,,Flathead Chub,Native,Freshwater
Fishes,Schilbeidae,Platytropius siamensis,,false Siamese shark,Exotic,Freshwater
Fishes,Osmeridae,Plecoglossus altivelis,,ayu,Exotic,Freshwater
Fishes,Haemulidae,Plectorhinchus chaetodonoides,,spotted sweetlip,Exotic,Marine
Mollusks-Gastropods,Pleuroceridae,Pleurocera acuta,,sharp hornsnail,Native,Freshwater
Bryozoans,Plumatellidae,Plumatella repens,,a bryozoan,Native,Freshwater
Reptiles-Turtles,Pelomedusidae,Podocnemis lewyana,,Magdalena River Turtle,Exotic,Freshwater
Reptiles-Turtles,Pelomedusidae,Podocnemis sextuberculata,,Six-tubercled river turtle,Exotic,Freshwater
Reptiles-Turtles,Pelomedusidae,Podocnemis unifilis,,Yellow-spotted River Turtle,Exotic,Freshwater
Fishes,Poeciliidae,Poecilia formosa,,Amazon Molly,Native,Freshwater
Fishes,Poeciliidae,Poecilia kykesis,,Péten molly,Native,Freshwater
Fishes,Poeciliidae,Poecilia latipinna,,Sailfin Molly,Native,Freshwater
Fishes,Poeciliidae,Poecilia latipinna x velifera,,black molly,Exotic Hybrid,Freshwater
Fishes,Poeciliidae,Poecilia latipunctata,,Tamesí Molly,Native,Freshwater
Fishes,Poeciliidae,Poecilia mexicana,,Shortfin Molly,Exotic,Freshwater
Fishes,Poeciliidae,Poecilia reticulata,,Guppy,Exotic,Freshwater
Fishes,Poeciliidae,Poecilia sp.,,unidentified poeciliid (hybrid),Exotic,Freshwater-Brackish
Fishes,Poeciliidae,Poecilia sphenops,,Mexican Molly,Exotic,Freshwater
Fishes,Poeciliidae,Poecilia spp. hybrid,,lyretail black molly,Exotic Hybrid,Freshwater
Fishes,Poeciliidae,Poecilia vivipara,,Guaru,Exotic,Freshwater
Fishes,Poeciliidae,Poeciliopsis gracilis,,Porthole Livebearer,Exotic,Freshwater
Fishes,Poeciliidae,Poeciliopsis occidentalis,,Gila Topminnow,Native,Freshwater
Fishes,Poeciliidae,Poeciliopsis occidentalis occidentalis,,Gila Topminnow,Native,Freshwater
Fishes,Poeciliidae,Poeciliopsis sp.,,unidentified Poeciliopsis,Native,Freshwater
Fishes,Sciaenidae,Pogonias cromis,,Black Drum,Native,Marine
Fishes,Sciaenidae,Pogonias x Sciaenops cromis x ocellatus,,black drum x red drum,Native Hybrid,Marine
Fishes,Cyprinidae,Pogonichthys macrolepidotus,,Splittail,Native,Freshwater
Fishes,Polyodontidae,Polyodon spathula,,Paddlefish,Native,Freshwater
Amphibians-Frogs,Rhacophoridae,Polypedates megacephalus,,Hong Kong Whipping Frog,Exotic,Freshwater
Fishes,Polypteridae,Polypterus delhezi,,barred bichir,Exotic,Freshwater
Fishes,Pomacanthidae,Pomacanthus annularis,,blue ringed angelfish,Exotic,Marine
Fishes,Pomacanthidae,Pomacanthus asfur,,Arabian angel,Exotic,Marine
Fishes,Pomacanthidae,Pomacanthus imperator,,emperor angelfish,Exotic,Marine
Fishes,Pomacanthidae,Pomacanthus maculosus,,yellowbar angelfish,Exotic,Marine
Fishes,Pomacanthidae,Pomacanthus semicirculatus,,semicircle angelfish,Exotic,Marine
Fishes,Pomacanthidae,Pomacanthus xanthometopon,,bluefaced angel,Exotic,Marine
Mollusks-Gastropods,Ampullariidae,Pomacea bridgesi,,spiketop applesnail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea canaliculata,,channeled applesnail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea cumingi,,an applesnail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea diffusa,,spike-topped applesnail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea haustrum,,titan applesnail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea maculata,,giant applesnail,Exotic,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea paludosa,,Florida applesnail,Native,Freshwater
Mollusks-Gastropods,Ampullariidae,Pomacea sp.,,an applesnail,Exotic,Freshwater
Fishes,Centrarchidae,Pomoxis annularis,,White Crappie,Native,Freshwater
Fishes,Centrarchidae,Pomoxis nigromaculatus,,Black Crappie,Native,Freshwater
Fishes,Centrarchidae,Pomoxis sp.,,crappie,Native,Freshwater
Plants,Pontederiaceae,Pontederia cordata,,pickerelweed,Native,Freshwater
Mollusks-Bivalves,Unionidae,Potamilus alatus,,pink heelsplitter,Native,Freshwater
Plants,Potamogetonaceae,Potamogeton crispus,,curly-leaf pondweed,Exotic,Freshwater
Mollusks-Gastropods,Hydrobiidae,Potamopyrgus antipodarum,,New Zealand mudsnail,Exotic,Freshwater
Crustaceans-Shrimp,Atyidae,Potimirim potimirim,,potimirim shrimp,Exotic,Freshwater
Crustaceans-Crayfish,Cambaridae,Procambarus acutus acutus,,white river crawfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Procambarus alleni,,electric blue crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Procambarus clarkii,,red swamp crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Procambarus hayi,,straightedge crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Procambarus seminolae,,Seminole crayfish,Native,Freshwater
Crustaceans-Crayfish,Cambaridae,Procambarus zonangulus,,white river crayfish,Native,Freshwater
Fishes,Salmonidae,Prosopium cylindraceum,,Round Whitefish,Native,Freshwater
Fishes,Salmonidae,Prosopium gemmifer,,Bonneville Cisco,Native,Freshwater
Fishes,Salmonidae,Prosopium williamsoni,,Mountain Whitefish,Native,Freshwater
Fishes,Chaenopsidae,Protemblemaria punctata,,Warthead Blenny,Exotic,Freshwater
Fishes,Gobiidae,Proterorhinus semilunaris,,Freshwater Tubenose Goby,Exotic,Freshwater-Brackish
Amphibians-Frogs,Hylidae,Pseudacris hypochondriaca,,Baja California Treefrog,Native,Freshwater
Amphibians-Frogs,Hylidae,Pseudacris regilla,,Northern Pacific Treefrog,Native,Freshwater
Amphibians-Frogs,Hylidae,Pseudacris sierra,,Sierran Chorus Frog,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys concinna,,River Cooter,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys concinna concinna,,Eastern River Cooter,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys concinna floridana,,Coastal Plain Cooter,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys nelsoni,,Florida Red-bellied Cooter,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys rubriventris,,Northern Red-bellied Cooter,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys sp.,,Cooter,Native,Freshwater
Reptiles-Turtles,Emydidae,Pseudemys spp.,,Red-bellied Turtles and Cooters,Native,Freshwater
Crustaceans-Copepods,Pseudodiaptomidae,Pseudodiaptomus forbesi,,a calanoid copepod,Exotic,Freshwater-Marine
Fishes,Pimelodidae,Pseudoplatystoma fasciatum,,tiger catfish,Exotic,Freshwater
Mollusks-Gastropods,Lymnaeidae,Pseudosuccinea columella,,mimic lymnaea,Native,Freshwater
Fishes,Cichlidae,Pseudotropheus socolofi,,Pindani,Exotic,Freshwater
Fishes,Cichlidae,Pseudotropheus sp.,,African Lake cichlid,Exotic,Freshwater
Fishes,Cichlidae,Pseudotropheus zebra,,zebra mbuna,Exotic,Freshwater
Fishes,Doradidae,Pterodoras granulosus,,granulated catfish,Exotic,Freshwater
Fishes,Doradidae,Pterodoras sp.,,thorny catfish,Exotic,Freshwater
Fishes,Scorpaenidae,Pterois volitans/miles,,lionfish,Exotic,Marine
Fishes,Cichlidae,Pterophyllum scalare,,freshwater angelfish,Exotic,Freshwater
Fishes,Cichlidae,Pterophyllum sp.,,freshwater angelfish,Exotic,Freshwater
Fishes,Loricariidae,Pterygoplichthys anisitsi,,Paraná Sailfin Catfish,Exotic,Freshwater
Fishes,Loricariidae,Pterygoplichthys disjunctivus,,Vermiculated Sailfin Catfish,Exotic,Freshwater
Fishes,Loricariidae,Pterygoplichthys multiradiatus,,Orinoco Sailfin Catfish,Exotic,Freshwater
Fishes,Loricariidae,Pterygoplichthys pardalis,,Amazon Sailfin Catfish,Exotic,Freshwater
Fishes,Loricariidae,Pterygoplichthys sp.,,sailfin armored catfish,Exotic,Freshwater
Fishes,Cyprinidae,Ptychocheilus grandis,,Sacramento Pikeminnow,Native,Freshwater
Fishes,Cyprinidae,Ptychocheilus umpquae,,Umpqua Pikeminnow,Native,Freshwater
Fishes,Gasterosteidae,Pungitius pungitius,,Ninespine Stickleback,Native,Freshwater
Fishes,Cyprinidae,Puntigrus tetrazona,,tiger barb,Exotic,Freshwater
Fishes,Cyprinidae,Puntius semifasciolatus,,green barb,Exotic,Freshwater
Mollusks-Bivalves,Unionidae,Pyganodon grandis,,giant floater,Native,Freshwater
Fishes,Characidae,Pygocentrus nattereri,,red piranha,Exotic,Freshwater
Fishes,Characidae,Pygocentrus or Serrasalmus sp.,,unidentified piranha,Exotic,Freshwater
Fishes,Pomacanthidae,Pygoplites diacanthus,,Regal angelfish,Exotic,Marine
Fishes,Ictaluridae,Pylodictis olivaris,,Flathead Catfish,Native,Freshwater
Mollusks-Gastropods,Hydrobiidae,Pyrgophorus parvulus,,a crownsnail,Exotic,Freshwater
Mollusks-Gastropods,Hydrobiidae,Pyrgophorus spinosus,,spiny crownsnail,Native,Freshwater
Mollusks-Bivalves,Unionidae,Quadrula succissa,,purple pigtoe,Native,Freshwater
Fishes,Rachycentridae,Rachycentron canadum,,Cobia,Native,Freshwater
Mollusks-Gastropods,Lymnaeidae,Radix auricularia,,European ear snail,Exotic,Freshwater
Amphibians-Frogs,Ranidae,Rana aurora,,Northern Red-legged Frog,Native,Freshwater
Mollusks-Gastropods,Muricidae,Rapana venosa,,veined rapa whelk,Exotic,Marine
Fishes,Cyprinidae,Relictus solitarius,,Relict Dace,Native,Freshwater
Amphibians-Frogs,Bufonidae,Rhaebo blombergi,,Columbian Giant Toad,Exotic,Freshwater
Fishes,Heptapteridae,Rhamdia quelen,,bagre,Exotic,Freshwater
Fishes,Heptapteridae,Rhamdia sp.,,bagre de Rio,Exotic,Freshwater
Fishes,Balistidae,Rhinecanthus aculeatus,,Lagoon Triggerfish,Exotic,Marine
Fishes,Balistidae,Rhinecanthus verrucosus,,bursa triggerfish,Exotic,Marine
Amphibians-Frogs,Bufonidae,Rhinella marina,,Cane Toad,Native,Freshwater
Fishes,Cyprinidae,Rhinichthys atratulus,,Blacknose Dace,Native,Freshwater
Fishes,Cyprinidae,Rhinichthys cataractae,,Longnose Dace,Native,Freshwater
Fishes,Cyprinidae,Rhinichthys osculus,,Speckled Dace,Native,Freshwater
Fishes,Cyprinidae,Rhinichthys osculus klamathensis,,Klamath speckled dace,Native,Freshwater
Fishes,Cyprinidae,Rhinichthys osculus robustus,,Lahontan speckled dace,Native,Freshwater
Reptiles-Turtles,Bataguridae,Rhinoclemmys pulcherrima,,Painted Wood Turtle,Exotic,Freshwater
Reptiles-Turtles,Bataguridae,Rhinoclemmys punctularia,,Spot-legged Turtle,Exotic,Freshwater
Fishes,Gobiidae,Rhinogobius brunneus,,Amur goby,Exotic,Freshwater
Crustaceans-Crabs,Xanthidae,Rhithropanopeus harrisii,,estuarine mud crab, Harris mud crab,Native,Marine-Freshwater
Fishes,Carcharhinidae,Rhizoprionodon longurio,,Pacific Sharpnose Shark,Native,Marine
Fishes,Carcharinidae,Rhizoprionodon terranovae,,Atlantic Sharpnose Shark,Native,Marine
Fishes,Cyprinidae,Rhodeus sericeus,,Bitterling,Exotic,Freshwater
Fishes,Cyprinidae,Richardsonius balteatus,,Redside Shiner,Native,Freshwater
Fishes,Cyprinidae,Richardsonius balteatus hydrophlox,,Bonneville redside shiner,Native,Freshwater
Fishes,Cyprinidae,Richardsonius egregius,,Lahontan Redside,Native,Freshwater
Annelids-Oligochaetes,Naididae,Ripistes parasita,,an oligochaete,Exotic,Freshwater
Fishes,Aplocheilidae,Rivulus hartii,,Giant Rivulus,Exotic,Freshwater
Fishes,Cichlidae,Rocio octofasciata,,Jack Dempsey,Exotic,Freshwater
Plants,Lythraceae,Rotala indica,,Indian toothcup,Exotic,Freshwater
Plants,Lythraceae,Rotala rotundifolia,,roundleaf toothcup,Exotic,Freshwater
Plants,Alismataceae,Sagittaria brevirostra,,short-beak arrowhead,Native,Freshwater
Plants,Alismataceae,Sagittaria graminea graminea,,grassy arrowhead,Native,Freshwater
Plants,Alismataceae,Sagittaria guayanensis guayanensis,,Guyanese arrowhead,Exotic,Freshwater
Plants,Alismataceae,Sagittaria montevidensis montevidensis,,giant arrowhead,Exotic,Freshwater
Plants,Alismataceae,Sagittaria rigida,,sessilefruit arrowhead,Native,Freshwater
Crustaceans-Copepods,Lernaeopodidae,Salmincola edwardsii,,,Native,Freshwater
Crustaceans-Copepods,Lernaeopodidae,Salmincola lotae,,parasitic copepod,Cryptogenic,Freshwater
Fishes,Salmonidae,Salmo letnica,,Ohrid trout,Exotic,Freshwater
Fishes,Salmonidae,Salmo salar,,Atlantic Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Salmo salar salar,,Atlantic Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Salmo salar sebago,,Atlantic Salmon,Native,Freshwater-Marine
Fishes,Salmonidae,Salmo salar x trutta,,Sambrown,Exotic Hybrid,Freshwater
Fishes,Salmonidae,Salmo trutta,,Brown Trout,Exotic,Freshwater
Fishes,Salmonidae,Salmo trutta levenensis,,brown trout,Exotic,Freshwater
Fishes,Salmonidae,Salmo trutta x Salvelinus fontinalis,,tiger trout,Exotic Hybrid,Freshwater
Fishes,Salmonidae,Salvelinus alpinus,,Arctic Char,Exotic,Freshwater-Marine
Fishes,Salmonidae,Salvelinus alpinus oquassa,,blueback trout, Sunapee trout,Native,Freshwater-Marine
Fishes,Salmonidae,Salvelinus confluentus,,Bull Trout,Native,Freshwater
Fishes,Salmonidae,Salvelinus fontinalis,,Brook Trout,Native,Freshwater
Fishes,Salmonidae,Salvelinus fontinalis x namaycush,,splake,Native Hybrid,Freshwater
Fishes,Salmonidae,Salvelinus malma,,Dolly Varden,Native,Freshwater-Marine
Fishes,Salmonidae,Salvelinus namaycush,,Lake Trout,Native,Freshwater
Plants,Salviniaceae,Salvinia auriculata,,eared watermoss,Exotic,Freshwater
Plants,Salviniaceae,Salvinia minima,,water spangles,Exotic,Freshwater
Plants,Salviniaceae,Salvinia molesta,,giant salvinia,Exotic,Freshwater
Fishes,Percidae,Sander canadensis,,Sauger,Native,Freshwater
Fishes,Percidae,Sander canadensis x vitreus,,Saugeye,Native Hybrid,Freshwater
Fishes,Percidae,Sander lucioperca,,Zander,Exotic,Freshwater
Fishes,Percidae,Sander vitreus,,Walleye,Native,Freshwater
Fishes,Clupeidae,Sardinella marquesensis,,Marquesan sardine,Exotic,Marine
Fishes,Cichlidae,Sarotherodon melanotheron,,Blackchin Tilapia,Exotic,Freshwater
Fishes,Acipenseridae,Scaphirhynchus platorynchus,,Shovelnose Sturgeon,Native,Freshwater
Fishes,Cyprinidae,Scardinius erythrophthalmus,,Rudd,Exotic,Freshwater
Fishes,Scatophagidae,Scatophagus argus,,scat,Exotic,Brackish-Marine
Crustaceans-Copepods,Diosaccidae,Schizopera borutzkyi,,oarsman,Exotic,Freshwater-Marine
Fishes,Sciaenidae,Sciaenops ocellatus,,Red Drum,Native,Marine
Amphibians-Frogs,Hylidae,Scinax rubra,,Common Scinax,Exotic,Freshwater
Plants,Cyperaceae,Scleria microcarpa,,tropical nutrush,Native,Freshwater
Fishes,Scombridae,Scomberomorus concolor,,Gulf Sierra,Native,Marine
Plants,Selaginellaceae,Selaginella uncinata,,peacock spikemoss,Exotic,Freshwater
Fishes,Cyprinidae,Semotilus atromaculatus,,Creek Chub,Native,Freshwater
Fishes,Cyprinidae,Semotilus corporalis,,Fallfish,Native,Freshwater
Fishes,Characidae,Serrasalmus humeralis,,pirambeba,Exotic,Freshwater
Fishes,Characidae,Serrasalmus rhombeus,,white piranha,Exotic,Freshwater
Fishes,Siganidae,Siganus unimaculatus,,blotched foxface,Exotic,Marine
Mollusks-Bivalves,Unionidae,Sinanodonta woodiana,,Chinese pond mussel,Exotic,Freshwater
Crustaceans-Copepods,Centropagidae,Sinocalanus doerri,,Asian calanoid copepod,Exotic,Freshwater-Marine
Crustaceans-Copepods,Diaptomidae,Sinodiaptomus sarsi,,a copepod,Exotic,Freshwater
Crustaceans-Copepods,Diaptomidae,Sinodiaptomus valkanovi,,,Exotic,Freshwater
Fishes,Cyprinidae,Siphateles bicolor,,Tui Chub,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor mohavensis,,Mohave Tui Chub,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor obesus,,Lahontan Creek Tui Chub,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor snyderi,,Owens Tui Chub,Native,Freshwater
Fishes,Cyprinidae,Siphateles bicolor ssp.,,Hot Creek Valley Tui Chub,Native,Freshwater
Amphibians-Salamanders,Sirenidae,Siren intermedia,,Lesser Siren,Native,Freshwater
Crustaceans-Copepods,Diaptomidae,Skistodiaptomus pallidus,,calanoid copepod,Native,Freshwater
Fishes,Pimelodidae,Sorubim sp.,,unidentified shovelnose catfish,Exotic,Freshwater
Fishes,Pimelodidae,Sorubimichthys planiceps,,firewood catfish,Exotic,Freshwater
Plants,Typhaceae,Sparganium glomeratum,,northern bur-reed,Native,Freshwater
Plants,Poaceae,Spartina alterniflora,,Atlantic cordgrass,Native,Brackish-Freshwater
Plants,Poaceae,Spartina anglica,,common cordgrass,Exotic Hybrid,Brackish-Freshwater
Plants,Poaceae,Spartina densiflora,,dense-flowered cordgrass,Exotic,Brackish-Freshwater
Mollusks-Bivalves,Pisidiidae,Sphaerium corneum,,European fingernail clam,Exotic,Freshwater
Reptiles-Turtles,Kinosternidae,Staurotypus salvinii,,Pacific Coast giant musk turtle,Exotic,Freshwater
Mollusks-Gastropods,Physidae,Stenophysa marmorata,,marbled aplexa,Exotic,Freshwater
Mollusks-Gastropods,Physidae,Stenophysa maugeriae,,tawny aplexa,Exotic,Freshwater
Bryozoans,Stephanellidae,Stephanella hina,,bryozoan,Exotic,Freshwater
Reptiles-Turtles,Kinosternidae,Sternotherus carinatus,,Razor-backed Musk Turtle,Native,Freshwater
Reptiles-Turtles,Kinosternidae,Sternotherus odoratus,,Eastern Musk Turtle,Native,Freshwater
Fishes,Belonidae,Strongylura marina,,Atlantic Needlefish,Native,Freshwater-Marine
Plants,Potamogetonaceae,Stuckenia pectinata,,broadleaf pondweed,Native,Freshwater
Fishes,Cichlidae,Symphysodon discus,,red discus,Exotic,Freshwater
Fishes,Mochokidae,Synodontis ocellifer,,,Exotic,Freshwater
Fishes,Mochokidae,Synodontis sp.,,squeaker,Exotic,Freshwater
Crustaceans-Copepods,Tachidiidae,Tachidius triangularis,,a copepod,Exotic,Marine-Brackish
Fishes,Cyprinidae,Tanichthys albonubes,,White Cloud Mountain Minnow,Exotic,Freshwater
Crustaceans-Mysids,Mysidae,Taphromysis louisianae,,a mysid shrimp,Native,Freshwater-Brackish
Mollusks-Gastropods,Thiaridae,Tarebia granifera,,quilted melania,Exotic,Freshwater
Amphibians-Salamanders,Salamandridae,Taricha granulosa,,Rough-skinned Newt,Native,Freshwater
Fishes,Labridae,Tautoga onitis,,Tautog,Native,Marine
Fishes,Cichlidae,Telmatochromis bifrenatus,,Lake Tanganyika dwarf cichlid,Exotic,Freshwater
Reptiles-Turtles,Emydidae,Terrapene carolina carolina,,Eastern Box Turtle,Native,Freshwater
Fishes,Tetraodontidae,Tetraodon nigroviridis,,spotted green pufferfish,Exotic,Freshwater-Brackish
Crustaceans-Copepods,Cyclopidae,Thermocyclops crassus,,,Exotic,Freshwater
Mollusks-Gastropods,Thiaridae,Thiara scabra,,Pagoda tiara,Exotic,Freshwater
Fishes,Catostomidae,Thoburnia rhothoeca,,Torrent Sucker,Native,Freshwater
Fishes,Cichlidae,Thorichthys meeki,,Firemouth Cichlid,Exotic,Freshwater
Fishes,Salmonidae,Thymallus arcticus,,Arctic Grayling,Native,Freshwater
Fishes,Cichlidae,Tilapia buttikoferi,,zebra tilapia,Exotic,Freshwater
Fishes,Cichlidae,Tilapia mariae,,Spotted Tilapia,Exotic,Freshwater
Fishes,Cichlidae,Tilapia rendalli,,redbreast tilapia,Exotic,Freshwater
Fishes,Cichlidae,Tilapia sp.,,unidentified tilapia,Exotic,Freshwater
Fishes,Cichlidae,Tilapia sparrmanii,,banded tilapia,Exotic,Freshwater
Fishes,Cichlidae,Tilapia zillii,,Redbelly Tilapia,Exotic,Freshwater
