Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Sub Phylum	Class	Infraclass	Super Cohort	Cohort	Super Order	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Infraspecies	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
50345	Delphinus fusiformis Owen, 1866 	40930																					synonym			
50346	Delphinus leucorhamphus Lacépède, 1804 	40924																					synonym			
50347	Diomedaea [sic] epomophora Lesson, 1825	30973																					synonym			
50348	Homalosoma variegatum Peters, 1854	20557																					synonym			
50349	Elapsoidea güntherii 	20588																					synonym			
50350	Calandrella starki (Shelley, 1902)	31657																					synonym			
50351	Lacerta knoxii Milne-Edwards, 1829	20248																					synonym			
50352	Lacerta undata Smith, 1838 	20276																					synonym			
50353	Sylvia coryphoeus Vieillot, 1817	31780																					synonym			
50354	Sylvia leucophrys (Vieillot, 1817)	31772																					synonym			
50355	Cossypha signata (Sundevall, 1850)	31769																					synonym			
50356	Fringilla melanotis (Temminck, 1823)	31993																					synonym			
50357	Otis afra (Linnaeus, 1758)	30480																					synonym			
50358	Otis afraoïdes (A. Smith, 1831)	30481																					synonym			
50359	Otis senegalensis (Vieillot, 1820)	30490																					synonym			
50360	Otis melanogaster (Ruppell, 1835)	30494																					synonym			
50361	Otis ruficrista (A. Smith, 1836)	30478																					synonym			
50362	Tetrao afer Statius Müller, 1776	30034																					synonym			
50363	Tetrao capensis (Gmelin, 1789)	30032																					synonym			
50364	Perdix coqui A Smith, 1836	30014																					synonym			
50365	Perdix sephaena (A Smith, 1836)	30016																					synonym			
50366	Perdix swainsonii (A Smith, 1836)	30038																					synonym			
50367	Gerrhosaurus zanzibaricus Pfreffer, 1889	20746																					synonym			
50368	Gerrhosaurus multilineatus Bocage, 1866	20747																					synonym			
50369	Glauconia merkeri Werner, 1909	20610																					synonym			
50370	Simocephalus nyassae Günther, 1888	20460																					synonym			
50371	Numida edouardi (Hartlaub, 1867)	30051																					synonym			
50372	Heleophryne sylvestris	10042																					synonym			
50373	Engystoma vermiculatum	10052																					synonym			
50374	Herpetoseps anguinus Boulenger, 1887	20356																					synonym			
50375	Herpetosaura inornata Günther, 1873	20367																					synonym			
50376	Heterolepis gueinzii Peters, 1874	20458																					synonym			
50377	Spizaëtus ayresii (Gurney, 1862)	30805																					synonym			
50378	Falco pennatus (Gmelin, 1788)	30806																					synonym			
50379	Spizaëtus spilogaster De Bus de Gisignies = Bonparte, 1850	30804																					synonym			
50380	Mesoplodon  australis Flower, 1878	40888																					synonym			
50381	Testudo procterae Loveridge, 1923	20782																					synonym			
50382	Lamprotornis chloropterus elisabeth Stresemann, 1924	31847																					synonym			
50383	Limnophis bicolor bangweolicus Mertens	20516																					synonym			
50384	Amadina bicolor (Fraser, 1843)	32032																					synonym			
50385	Plocu (sic) fringilloides (Lafresnaye, 1835)	32031																					synonym			
50386	Lophosaura ventralis occidentalis Hewitt, 1935	20219																					synonym			
50387	Lycophidion semiannulis Peters, 1854	20453																					synonym			
50388	Lycophidion capense multimaculatum Boettger, 1888	20451																					synonym			
50389	Lycophidion capense jacksoni Boulenger, 1893 	20447																					synonym			
50390	Lygodactylus laurae Schmidt, 1933	20084																					synonym			
50391	Lygodactylus capensis bradfieldi Auerbach, 1987 	20085																					synonym			
50392	Lygodactylus strigatus Gray, 1864	20088																					synonym			
50393	Lygodactylus nigropunctatus soutpansbergensis Jacobsen, 1992	20094																					synonym			
50394	Felis caracal Schreber, 1776	40672																					synonym			
50395	Trachylepis quinquetaeniata riggenbachi (Sternfeld, 1910)	20321																					synonym			
50396	Semeïophorus (Macrodipteryx?) vexillarius Gould, 1838	30423																					synonym			
50397	Alcedo maxima (Pallas, 1769)	30236																					synonym			
50398	Saxicola infuscata (Smith, 1839)	31704																					synonym			
50399	Musicapa (sic) pallida (von Muller, 1851)	31700																					synonym			
50400	Picus griseocephalus (Boddaert, 1783)	30130																					synonym			
50401	Phrynobatrachus capensis	10162																					synonym			
50402	Falco canorus Rislachi, 1799	30780																					synonym			
50403	Falco gabar Daudin, 1800	30783																					synonym			
50404	Alauda chuana (Smith, 1836)	31641																					synonym			
50405	Alauda curvirostris (Hermann, 1783)	31628																					synonym			
50406	Heteronyx ruddi Grant, 1908	31585																					synonym			
50407	Monopeltis sphenorhynchus Peters 1879	20018																					synonym			
50408	Mops midas miarensi	40515																					synonym			
50409	Phrynobatrachus bonebergi	10164																					synonym			
50410	Certhia afra (Linnaeus, 1766)	31897																					synonym			
50411	Certhia amethystina (Shaw, 1811)	31880																					synonym			
50412	Certhia bifasciata (Shaw, 1811)	31905																					synonym			
50413	Certhia chalybea (Linnaeus, 1766)	31894																					synonym			
50414	Cinnyris olivacea (Smith, 1840)	31871																					synonym			
50415	Certhia gutturalis (Linnaeus, 1766)	31883																					synonym			
50416	Certhia venusta Shaw & Nodder, 1799	31899																					synonym			
50417	Certhia violacea (Linnaeus, 1766)	31869																					synonym			
50418	Lacerta livida Smith, 1838	20254																					synonym			
50419	Afroedura karroica Hewitt 1925	20053																					synonym			
50420	Oedura pondoensis	20056																					synonym			
50421	Afroedura namaquensis Loveridge, 1947	20048																					synonym			
50422	Oedura pondolia Hewitt, 1925	20055																					synonym			
50423	Rhinotyphlops schlegelii schlegelii (Peters 1860)	20624																					synonym			
50424	Cuculus jacobinus (Boddaert, 1783)	30276																					synonym			
50425	Coccyzus levaillantii (Swainson, 1829)	30280																					synonym			
50426	Pachydactylus scutatus Hewitt, 1927	20128																					synonym			
50427	Pachydactylus langi Fitzsimons, 1932	20121																					synonym			
50428	Pachydactylus oshaughnessyi Boulenger, 1885	20109																					synonym			
50429	Pachydactylus capensis rhodesianus Loveridge, 1947	20133																					synonym			
50430	Pachydactylus pardus Sternfeld, 1911	20130																					synonym			
50431	Pachydactylus mariquensis Smith, 1849	20115																					synonym			
50432	Pachydactylus capensis barnardi Fizsimons, 1941	20125																					synonym			
50433	Pachydactylus rugosus frater Hewitt, 1935	20124																					synonym			
50434	Boodon infernalis Günther, 1858	20432																					synonym			
50435	Halieus lucidus Lichtenstein, 1823	30865																					synonym			
50436	Tringa fulicaria (Linnaeus, 1758)	30599																					synonym			
50437	Arthroleptella villiersi Hewitt, 1935	10148																					synonym			
50438	Phyllodactylus essexi Hewitt, 1925	20142																					synonym			
50439	Phyllodactylus rupicolus Branch et al., 1995	20143																					synonym			
50440	Phyllodactylus hewitt Branch, Bauer & Good, 1995	20145																					synonym			
50441	Eptesicus zuluensis	40589																					synonym			
50442	Geko walbergii Smith, 1849	20079																					synonym			
50443	Platysaurus guttatus guttatus Auerbach, 1987	20709																					synonym			
50444	Platysaurus intermedius inopinus Jacobsen, 1994	20716																					synonym			
50445	Platysaurus guttatus natalensis Fitzsimons, 1948	20718																					synonym			
50446	Platysaurus intermedius natalensis Broadley, 1978	20719																					synonym			
50447	Elaps dorslais [sic] Smith, 1849	20559																					synonym			
50448	Gallinula madagascariensis (Linnaeus, 1758)	30528																					synonym			
50449	Porphyrula alleni (Thomson, 1842)	30529																					synonym			
50450	Mastomys hildebrandtii (Peters, 1878)	40281																					synonym			
50451	Motacilla maculosa (Boddaert, 1783)	31503																					synonym			
50452	Ligonirostra Stuhlmanni Pfeffer, 1893	20492																					synonym			
50453	Temnorhynchus frontalis Peters, 1867	20494																					synonym			
50454	Spinus symonsirts Roberts, 1966	32182																					synonym			
50455	Loxia totta Sparrman, 1786	32181																					synonym			
50456	Stenodactylus garrulous Smith, 1849	20158																					synonym			
50457	Ptenopus garrulus Boulenger, 1885	20159																					synonym			
50458	Procellaria diomedea (Scopoli, 1769)	31026																					synonym			
50459	Procellaria nugax a bailloni Bonaparte, 1857	31037																					synonym			
50460	Porcellaria leucomelas (Temminck, 1836)	31029																					synonym			
50461	Procellaria pacifica (Gmelin, 1789)	31034																					synonym			
50462	Procellaria puffinus (Brunnich, 1764)	31035																					synonym			
50463	Ixos tricolor (Hartlaub, 1862)	31266																					synonym			
50464	Rana fasciata montana	10168																					synonym			
50465	Coronella multimaculata Smith, 1847	20422																					synonym			
50466	Mormopterus petrophilis fitzsimonsi	40527																					synonym			
50467	Motacilla torquata Linnaeus, 1766	31788																					synonym			
50468	Eremias suborbitalis Peters, 1869	20249																					synonym			
50469	Lithophilus bicolor Smith, 1849	20360																					synonym			
50470	Herpetosaura bidigittata Witte & Laurent, 1943	20361																					synonym			
50471	Seps sexlineatus Boulenger, 1887	20363																					synonym			
50472	Anguis bipes Linnaeus, 1766	20362																					synonym			
50473	Herpetosaura mira Roux, 1907	20375																					synonym			
50474	Bufo carens	10032																					synonym			
50475	Linaria atrogularis (A. Smith, 1836)	32150																					synonym			
50476	Loxia flaviventris Swainson, 1828	32160																					synonym			
50477	Linaria gularis (A Smith, 1836)	32175																					synonym			
50478	Fringilla mozambica (Statius Muller, 1776)	32146																					synonym			
50479	Heterolepis chanleri Stejneger, 1893	20459																					synonym			
50480	Cursorius africanus (Temminck, 1807)	30657																					synonym			
50481	Tatera brantsii tongensis	40352																					synonym			
50482	Lanius senegalus (Linnaeus, 1766) 	31091																					synonym			
50483	Nucras taeniolata ornata (Gray, 1864)	20255																					synonym			
50484	Laniarius viridis (Vieillot, 1817)	31128																					synonym			
50485	Diomedea cauta Gould, 1841 	30982																					synonym			
50486	Thalassogeron salvini (Rothschild, 1893)	30981																					synonym			
50487	Diomedea melanophris (Temminck, 1828 )	30984																					synonym			
50488	Saxicola arnotti (Tristram, 1869)	31833																					synonym			
50489	Picus namaquus (Lichtenstein, 1793)	30127																					synonym			
50490	Vultur tracheliotos (Forster, 1796)	30760																					synonym			
50491	Columba calva	30460																					synonym			
50492	Vultur occipitalis (Burchell, 1824)	30761																					synonym			
50493	Merula libonyana (Smith, 1836)	31687																					synonym			
50494	Merula litsitsirupa (Smith, 1836)	31685																					synonym			
50495	Tetrao sylvaticus (Desfontaines, 1789)	30093																					synonym			
50496	Acontias caecus Cuvier, 1817	20340																					synonym			
50497	Typhlops (Onychocephalus) schinzi Boettger, 1887	20620																					synonym			
50498	Typhlops schlegelii Boulenger, 1893	20622																					synonym			
50499	Upupa  epops Linnaeus, 1758 	30181																					synonym			
50500	Aparallactus lübberti Sternfeld, 1910 	20391																					synonym			
50501	Atractaspis natalensis Peters, 1877 	20401																					synonym			
50502	Varanus exanthematicus microstictus Mertens, 1942	20041																					synonym			
50503	Coronella inornata Fischer, 1884	20483																					synonym			
50504	Zonurus derbianus Gray, 1845	20674																					synonym			
50505	Cordylus warreni barbertonensis Boycott, 1992	20700																					synonym			
50506	Amphisbaena vandami Fitzsimons, 1930	20030																					synonym			
50507	Arthroleptis wageri	10010																					synonym			
50508	Leptopelis natalensis (Smith, 1849)	10015																					synonym			
50509	Bufo garmani Meek, 1897	10018																					synonym			
50510	Bufo rosei	10026																					synonym			
50511	Bufo tradouwi	10027																					synonym			
50512	Bufo fenoulheti Hewitt and Methuen, 1912	10029																					synonym			
50513	Bufo vertebralis Smith, 1848	10030																					synonym			
50514	Bufo angusticeps Smith, 1848	10035																					synonym			
50515	Bufo gariepensis Smith, 1848	10036																					synonym			
50516	Bufo robinsoni Branch and Braack, 1996	10039																					synonym			
50517	Heleophryne purcelli orientalis	10046																					synonym			
50518	Heleophryne purcelli purcelli	10047																					synonym			
50519	Heleophryne purcelli regis	10048																					synonym			
50520	Engystoma guttatus	10053																					synonym			
50521	Engystoma marmoratum	10054																					synonym			
50522	Engystoma fornasini	10062																					synonym			
50523	Hyperolius knysnae	10063																					synonym			
50524	Afrixalus spinifrons	10066																					synonym			
50525	Hyperolius poweri Loveridge, 1938	10068																					synonym			
50526	Hyperolius flavoviridis	10069																					synonym			
50527	Hyperolius horstockii semidiscus	10079																					synonym			
50528	Euchnemis salinae	10080																					synonym			
50529	Hylambates maculatus	10082																					synonym			
50530	Cassina wealii	10085																					synonym			
50531	Phrynomantis nasuta	10111																					synonym			
50532	Brachymerus bifasciatus	10112																					synonym			
50533	Staurois acridoides	10115																					synonym			
50534	Phrynobatrachus vanrooyeni	10116																					synonym			
50535	Stenorhynchus natalensis Smith, 1849	10117																					synonym			
50536	Bufo laevis	10121																					synonym			
50537	Dactylethra muelleri	10122																					synonym			
50538	ornatus	10125																					synonym			
50539	Rana anchietae	10127																					synonym			
50540	Rana mascareniensis	10128																					synonym			
50541	Rana mossambica	10129																					synonym			
50542	Rana oxyrhynchus	10130																					synonym			
50543	Rana porosissima	10131																					synonym			
50544	Rana mascareniensis uzungwensis	10135																					synonym			
50545	Arthroleptis boettgeri	10151																					synonym			
50546	Rana wageri	10172																					synonym			
50547	Afrana vandijki Visser and Channing, 1997	10178																					synonym			
50548	adspersa	10182																					synonym			
50549	Rana maltzanii	10183																					synonym			
50550	Rana cryptotis	10186																					synonym			
50551	delalandii	10187																					synonym			
50552	marmoratus	10189																					synonym			
50553	natalensis	10190																					synonym			
50554	Chirindia langi Fitzsimons, 1939	20010																					synonym			
50555	Monopeltis capensis Gray, 1865	20016																					synonym			
50556	Lepidosternon capense Strauch, 1881	20017																					synonym			
50557	Monopeltis vernayi Fitzsimons, 1932	20020																					synonym			
50558	Monopeltis sphenorhynchus Peters, 1879	20023																					synonym			
50559	Amphisbaena quadrifrons Peters, 1862	20027																					synonym			
50560	Amphisbaena vandami Fitzsimons, 1930	20031																					synonym			
50561	Varanus exanthematicus angolensis Mertens, 1937	20039																					synonym			
50562	Varanus exanthematicus ionidesi Laurent , 1964	20040																					synonym			
50563	Oedura africana Boulenger, 1888	20046																					synonym			
50564	Afroedura hawequensis	20051																					synonym			
50565	Oedura karroica Hewitt, 1925	20052																					synonym			
50566	Oedura nivaria Boulenger, 1894	20062																					synonym			
50567	Oedura tembulica Hewitt, 1926	20063																					synonym			
50568	Oedura transvaalica platyceps Hewitt, 1925	20065																					synonym			
50569	Chondrodactylus weiri Boulenger, 1887	20068																					synonym			
50570	Chondrodactylus angulifer Peters 1870	20069																					synonym			
50571	Chondrodactylus weiri Boulenger, 1887	20070																					synonym			
50572	Pachydactylus kochii Fitzsimons, 1959	20074																					synonym			
50573	Colopus wahlbergii Peters, 1869	20076																					synonym			
50574	Colopus kalaharicus Fitzsimons, 1932	20077																					synonym			
50575	Homopholis walbergii Smith 1849	20080																					synonym			
50576	Homopholis macrolepis Boulenger, 1885	20081																					synonym			
50577	Platypholis mulleri Kluge, 1993	20082																					synonym			
50578	Lygodactylus (Lygodactylus) graniticolus Rösler, 2000	20090																					synonym			
50579	Lygodactylus (Lygodactylus) methueni Rösler, 2000	20091																					synonym			
50580	Lygodactylus nigropunctatus nigropunctatus Jacobsen, 1992	20092																					synonym			
50581	Lygodactylus (Lygodactylus) nigropunctatus Rösler, 2000	20093																					synonym			
50582	Lygodactylus (Lygodactylus) nigropunctatus incognitus Jacobsen, 1992	20095																					synonym			
50583	Lygodactylus (Lygodactylus) ocellatus Rösler, 2000	20096																					synonym			
50584	Lygodactylus ocellatus Roux, 1907	20097																					synonym			
50585	Lygodactylus ocellatus Roux, 1907	20098																					synonym			
50586	Lygodactylus (Lygodactylus) waterbergensis Rösler, 2000	20099																					synonym			
50587	Pachydactylus austeni	20104																					synonym			
50588	Pachydactylus capensis vansoni Fitzsimons, 1933	20110																					synonym			
50589	Pachydactylus capensis labialis Fitzsimons, 1938	20112																					synonym			
50590	Pachydactylus mariquensis Smith, 1849	20116																					synonym			
50591	Elasmodactylus namaquensis Sclater, 1898	20117																					synonym			
50592	Pachydactylus namaquensis Fitzsimons, 1943	20118																					synonym			
50593	Pachydactylus namaquensis Methuen & Hewitt, 1914	20119																					synonym			
50594	Pachydactylus capensis oculatus Hewitt, 1927	20120																					synonym			
50595	Pachydactylus punctatus Peters, 1854	20122																					synonym			
50596	Pachydactylus brunnthaleri Werner, 1913	20123																					synonym			
50597	Pachydactylus scutatus Hewitt, 1927	20129																					synonym			
50598	Pachydactylus pardus Sternfeld, 1911	20131																					synonym			
50599	Pachydactylus serval Loveridge, 1947	20132																					synonym			
50600	Phyllodactylus microlepidotus Fitzsimons, 1939	20144																					synonym			
50601	Phyllodactylus gemmulus Branch, Bauer & Good, 1996	20147																					synonym			
50602	Phyllodactylus braacki Good, Bauer & Branch, 1996	20148																					synonym			
50603	Phyllodactylus peringueyi Boulenger, 1910	20150																					synonym			
50604	Phyllodactylus porphyreus	20153																					synonym			
50605	Phyllodactylus porphyreus	20154																					synonym			
50606	Phyllodactylus porphyreus namaquensis	20155																					synonym			
50607	Phyllodactylus swartbergensis Haacke, 1996	20156																					synonym			
50608	Ptenopus garrulus Fitzsimons & Brain, 1958	20160																					synonym			
50609	Rhoptropus boultoni Schmidt, 1933	20164																					synonym			
50610	Rhoptropus boultoni Schmidt, 1933	20165																					synonym			
50611	Rhoptropus boultoni Schmidt, 1933	20166																					synonym			
50612	Quedenfeldtia festiva Loveridge, 1947	20172																					synonym			
50613	Saura spinalis Wagler, 1833	20184																					synonym			
50614	Agama hispida Boulenger, 1885	20187																					synonym			
50615	Chamaeleo peterkirkii Gray, 1865	20204																					synonym			
50616	Chamaeleo capellii Bocage, 1866	20205																					synonym			
50617	Chamaeleo angusticoronatus Barbour, 1903	20206																					synonym			
50618	Chamaeleo bilobus Kuhl, 1820	20207																					synonym			
50619	Lophosaura melanocephala Hewitt, 1935	20216																					synonym			
50620	Bradypodion caeruleogula Raw & Brothers, 2008	20218																					synonym			
50621	Chamaeleo thermophilus Gravenhorst, 1807	20222																					synonym			
50622	Chamaeleo pumillus Gray, 1831	20223																					synonym			
50623	Chamaeleo pumilus Duméril & Bibron, 1836	20224																					synonym			
50624	Lophosaura pumila var. fordii Gray, 1865	20225																					synonym			
50625	Lophosaura pumila Gray, 1865	20226																					synonym			
50626	Chamaeleon punilus Angel, 1929	20227																					synonym			
50627	Chamaeleo pusillus var. ? Gray, 1865	20228																					synonym			
50628	Microsaura pumila Engelbrecht, 1951	20229																					synonym			
50629	Chamaeleo pumilus Mertens, 1966	20230																					synonym			
50630	Chamaeleo pumilus setaroi Hofman, Maxson & Arnyzen, 1991	20232																					synonym			
50631	Chaemelio taeniabronchus Smith, 1831	20233																					synonym			
50632	Chamaeleo ventralis Gray, 1845	20236																					synonym			
50633	Lacerta australis Hewitt, 1926	20243																					synonym			
50634	Scapteira cuneirostris Strauch, 1867	20247																					synonym			
50635	Lacerta intertexta Smith, 1838	20256																					synonym			
50636	Lacerta tessellata Smith, 1838	20258																					synonym			
50637	Tropidosaura burchelli Smith, 1849	20261																					synonym			
50638	Tropidosaura montana Duméril & Bibron 1839	20262																					synonym			
50639	Eremias burchelli Duméril & Bibron, 1839	20268																					synonym			
50640	Eremias namaquensis Duméril & Bibron, 1839	20270																					synonym			
50641	Eremias lineo-ocellata Duméril & Bibron, 1839	20273																					synonym			
50642	Eremias lineo-ocellata Duméril & Bibron, 1839	20274																					synonym			
50643	Pedioplanis lineoocellata lineoocellata Auerbach, 1987	20275																					synonym			
50644	Tropidosaura capensis Dumeril & Bibron, 1839	20280																					synonym			
50645	Thermophilus capensis Dumeril & Bibron, 1844	20281																					synonym			
50646	Acontias breviceps (Essex, 1925)	20288																					synonym			
50647	Acontias gracilicauda (Essex, 1925)	20289																					synonym			
50648	Acontias gracilicauda Daniels et al., 2005	20290																					synonym			
50649	Microacontias lineatus (Peters, 1879)	20292																					synonym			
50650	Microacontias litoralis (Broadley & Greer, 1969)	20293																					synonym			
50651	Anguis meleagris Linnaeus, 1758	20294																					synonym			
50652	Acontias meleagris Hewitt, 1938	20295																					synonym			
50653	Acontias meleagris Linnaeus, 1758	20296																					synonym			
50654	Acontias gracilicauda namaquensis Hewitt, 1938	20297																					synonym			
50655	Acontias meleagris orientalis Hewitt, 1938	20298																					synonym			
50656	Typhlosaurus lineatus richardi Jacobsen, 1987	20299																					synonym			
50657	Acontias percivali occidentalis	20302																					synonym			
50658	Acontias percivali	20303																					synonym			
50659	Acontias percivali Loveridge, 1935	20304																					synonym			
50660	Acontias poecilus Bourquin & Lambiris, 1996	20305																					synonym			
50661	Mabuia striata Boulenger, 1895	20324																					synonym			
50662	Mabuya striata Fitzsimons & Bain, 1958	20325																					synonym			
50663	Acontias aurantiacus bazarutoensis  Broadley, 1990	20336																					synonym			
50664	Acontias aurantiacus carolinensis Broadley, 1990	20337																					synonym			
50665	Acontias aurantiacus fitzsimonsi Broadley, 1968	20338																					synonym			
50666	Acontias aurantiacus parietalis Broadley, 1990	20339																					synonym			
50667	Acontias cregoi  Boulenger, 1903	20341																					synonym			
50668	Typhlosaurus cregoi Boulenger, 1903	20342																					synonym			
50669	Acontias gariepensis Fitzsimons, 1941	20344																					synonym			
50670	Acontias kgalagadi Lamb, Biswas & Bauer, 2010	20345																					synonym			
50671	Typhlosaurus lineatus Boulenger, 1887	20346																					synonym			
50672	Typhlosaurus lomiae Haacke, 1986	20348																					synonym			
50673	Typhlosaurus plowesi Fitzsimons, 1943	20349																					synonym			
50674	Scelotes arenicola Boulenger, 1887	20358																					synonym			
50675	Herpetosaura arenicola Tornier, 1902	20359																					synonym			
50676	Sepomorphus caffer Peters, 1861	20364																					synonym			
50677	Seps gronovii Daudin, 1802	20366																					synonym			
50678	Scelotes limpopoensis Fitzsimons 1930	20373																					synonym			
50679	Scelotes guentheri Raw, 1973	20377																					synonym			
50680	Scelotes arenicola Bruton & Haacke, 1980	20378																					synonym			
50681	Calamaria microphthalma Bianconi, 1852	20386																					synonym			
50682	Uriechis capensis Günther, 1888	20393																					synonym			
50683	Aparallactus capensis Boulenger, 1895	20394																					synonym			
50684	Uriechis concolor	20397																					synonym			
50685	Uriechis concolor	20399																					synonym			
50686	Xenocalamus bicolor Günther, 1868	20404																					synonym			
50687	Xenocalamus bicolor Günther, 1868	20405																					synonym			
50688	Xenocalamus bicolor Günther, 1868	20406																					synonym			
50689	Xenocalamus bicolor bicolor Günther, 1868	20407																					synonym			
50690	Xenocalamus bicolor pernasutus (Werner, 1915)	20408																					synonym			
50691	Michaela pernasuta Werner, 1915	20409																					synonym			
50692	Atractaspis inornatus Smith, 1849	20416																					synonym			
50693	Atractaspis duerdeni Gough, 1907	20418																					synonym			
50694	Lamprophis fiski Boulenger, 1887	20426																					synonym			
50695	Lamprophis longicauda Werner, 1909	20430																					synonym			
50696	Neusterophis laevissima Günther, 1863	20436																					synonym			
50697	Tropidonotus laevissimus Boulenger, 1893	20437																					synonym			
50698	Lycodonomorphus whytii (Boulenger, 1897)	20441																					synonym			
50699	Lycophidium capense Boulenger, 1893	20445																					synonym			
50700	Lycophidion capense Boulenger, 1893	20446																					synonym			
50701	Lycophidion jacksoni Boulenger, 1893	20448																					synonym			
50702	Lycophidium abyssinicum Boulenger, 1893	20449																					synonym			
50703	Lycophidion irroratum Schmidt, 1923	20450																					synonym			
50704	Lycophidion pygmaeum	20452																					synonym			
50705	Lycophidion variegatum	20454																					synonym			
50706	Dasypeltis scabra Wagler, 1830	20471																					synonym			
50707	Dasypeltis palmarum Leach, 1818	20472																					synonym			
50708	Zamenis fischeri Peters, 1879	20482																					synonym			
50709	Dendrophis (Philothamnus) albovariata Smith, 1848	20488																					synonym			
50710	Ahaetulla irregularisnatalensis Günther, 1858	20489																					synonym			
50711	Prosymna sundevalli bivittata Werner, 1903	20493																					synonym			
50712	Prosymna janii Bianconi, 1862	20495																					synonym			
50713	Temnorhynchus lineatus	20498																					synonym			
50714	Prosymna sundevalli lineata	20499																					synonym			
50715	Tarbophis beetzi Barbour, 1922	20501																					synonym			
50716	Telescopus semiannulatus Duméril & Bibron, 1854	20503																					synonym			
50717	Leptodira semiannulata Günther, 1888	20504																					synonym			
50718	Thelotornis capensis Smith, 1849	20507																					synonym			
50719	Thelotornis capensis capensis Boycott, 1992	20510																					synonym			
50720	Thelotornis capensis mossambicanus (Bocage, 1895)	20511																					synonym			
50721	Natriciteres variegata sylvatica Broadley, 1966	20518																					synonym			
50722	Coluber crucifer Daudin, 1803	20527																					synonym			
50723	Psammophis moniliger notostictus Peters, 1867	20531																					synonym			
50724	Dipsas rhombeatus Duméril & Bibron, 1854	20537																					synonym			
50725	Psammophylax rhombeatus Fischer, 1881	20538																					synonym			
50726	Rhagerrhis tritaeniatus Günther, 1868	20539																					synonym			
50727	Rhagerhis tritaeniata Bocage, 1896	20540																					synonym			
50728	Psammophylax tritaeniatus Günther, 1868	20541																					synonym			
50729	Psammophylax tritaeniatus Günther, 1868	20542																					synonym			
50730	Psammophylax tritaeniatus tritaeniatus (Günther, 1868)	20543																					synonym			
50731	Psammophylax tritaeniatus Günther, 1868	20544																					synonym			
50732	Homalosoma lutrix Duméril & Bibron, 1854	20549																					synonym			
50733	Homalosoma abyssinicum Boulenger, 1894	20550																					synonym			
50734	Duberria lutrix lutrix (Linnaeus, 1758)	20551																					synonym			
50735	Duberria lutrix Linnaeus, 1758	20552																					synonym			
50736	Duberria lutrix Linnaeus, 1758	20553																					synonym			
50737	Duberria lutrix atriventris (Sternfeld, 1912)	20554																					synonym			
50738	Dendraspis polylepis Günther, 1864	20566																					synonym			
50739	Dendraspis angusticeps Boulenger, 1896	20567																					synonym			
50740	Naia somersetta Smith, 1826	20578																					synonym			
50741	Elaps lubricus Duméril & Bibron, 1854	20579																					synonym			
50742	Cyrtophis scutatus Smith, 1849	20581																					synonym			
50743	Crytophis [sic] scutatus Smith, 1849	20582																					synonym			
50744	Cyrtophis scutatus Smith, 1849	20583																					synonym			
50745	Aspidelaps scutatus Smith 1849	20584																					synonym			
50746	Elaps sunderwallii Smith, 1848	20591																					synonym			
50747	Elapsoidea sundevallii Peters, 1880	20592																					synonym			
50748	Elapechis sundevallii Boulenger, 1896	20593																					synonym			
50749	Elapechis sundevallii Elter, 1981	20594																					synonym			
50750	Elapsoidea sundevallii sundevallii Boycott, 1992	20595																					synonym			
50751	Leptotyphlops conjunctus incognitus Broadley & Watson, 1976	20604																					synonym			
50752	Namibiana occidentalis (Fitzsimmons, 1962)	20607																					synonym			
50753	Glauconia scutifrons Boulenger, 1890	20609																					synonym			
50754	Glauconia latifrons Sternfeld, 1908	20611																					synonym			
50755	Typhlops boylei Fitzsimons, 1932	20618																					synonym			
50756	Heterodon de filippi Jan, 1862	20635																					synonym			
50757	Sepedon rhombeata Lichtenstein, 1823	20636																					synonym			
50758	Vipera (Echidna) arietans arietans (Merrem, 1820)	20640																					synonym			
50759	Vipera montana Smith, 1826	20643																					synonym			
50760	Echidna atrops Duméril & Bibron, 1854	20644																					synonym			
50761	Bitis cornuta albanica Hewitt, 1937	20647																					synonym			
50762	Cerastes nasicornis Hallowell, 1847	20652																					synonym			
50763	Echidna gabonica Duméril, Bibron & Duméril, 1854	20653																					synonym			
50764	Bitis (Calechidna) xeropaga Lenk et al., 1999	20655																					synonym			
50765	Lacerta anguina Linnaeus, 1758	20659																					synonym			
50766	Chalcides pinnata Laurenti, 1768	20660																					synonym			
50767	Chalcides anguina Meyer, 1795	20661																					synonym			
50768	Cordylus warreni breyeri Van Dam, 1921	20668																					synonym			
50769	Zonurus campbelli Fitzsimons, 1938	20669																					synonym			
50770	Cordylus vittifer machadoi Laurent, 1964	20677																					synonym			
50771	Zonurus macropholis Boulenger, 1910	20678																					synonym			
50772	Cordylus cordylus minor Fitzsimons, 1943	20680																					synonym			
50773	Zonurus namaquensis Methuen & Hewitt, 1914	20682																					synonym			
50774	Zonurus peersi Fitzsimons, 1930	20684																					synonym			
50775	Zonurus polyzonus Duméril & Bibron, 1839	20685																					synonym			
50776	Cordylus warreni regius Broadley, 1962	20686																					synonym			
50777	Zonurus vittifer Reichenow, 1887	20690																					synonym			
50778	Cordylus warreni vandami (Fitzsimmons, 1930)	20692																					synonym			
50779	Zonurus warreni Boulenger, 1908	20694																					synonym			
50780	Cordylus warreni warreni Fitzsimons, 1943	20695																					synonym			
