TaxonID	Name	Source Reference	Language	Locality	CountryCode	IsPreferredName	TaxonRemarks
Crocidura flavescens 	Groter skeerbek		Afrikaans				
Steno bredanensis 	Growwetand-dolfyn		Afrikaans				
Raphicerus melanotis 	Grysbok		Afrikaans				
Sterna vittata	Grysborssterretjie		Afrikaans				
Tchagra tchagra	Grysborstjagra		Afrikaans				
Phalaropus fulicaria	Grysfraiingpoot		Afrikaans				
Canis adustus 	Grysjakkals		Afrikaans				
Anthoscopus caroli	Gryskapokvoël		Afrikaans				
Thalassarche chrysostoma	Gryskopalbatros (-malmok)		Afrikaans				
Larus cirrocephalus	Gryskopmeeu		Afrikaans				
Passer diffusus	Gryskopmossie		Afrikaans				
Fringilla coelebs	Gryskoppie		Afrikaans				
Dendropicos griseocephalus	Gryskopspeg		Afrikaans				
Halcyon leucocephala	Gryskopvisvanger		Afrikaans				
Pseudhirundo griseopyga	Gryskruisswael		Afrikaans				
Motacilla cinerea	Gryskwikkie		Afrikaans				
Lanius minor	Gryslaksman		Afrikaans				
Cryptomys hottentotus 	Grysmol		Afrikaans				
Tockus nasutus	Grysneushoringvoël		Afrikaans				
Camaroptera brevicaudata	Grysrugkwêkwêvoël		Afrikaans				
Eremopterix verticalis	Grysruglewerik		Afrikaans				
Cisticola subruficapilla	Grysrugtinktinkie		Afrikaans				
Pluvialis squatarola	Grysstrandkiewiet		Afrikaans				
Cyanomitra veroxii	Gryssuikerbekkie		Afrikaans				
Estrilda perreini	Gryssysie		Afrikaans				
Parisoma layardi	Grystjeriktik		Afrikaans				
Neamblysomus gunningi	Gunning se gouemol		Afrikaans				
Gerbillurus paeba 	Haarpootnagmuis		Afrikaans				
Bostrychia hagedash	Hadeda		Afrikaans				
Scopus umbretta	Hamerkop		Afrikaans				
Nycteris hispida	Harige spleetneusvlermuis		Afrikaans				
Larus hartlaubii	Hartlaubse Meeu		Afrikaans				
Equus zebra hartmannae	Hartmann bergkwagga		Afrikaans				
Equus zebra hartmannae	Hartmann se bergsebra		Afrikaans				
Cephalorhynchus heavisidii	Heaviside se dolfyn		Afrikaans				
Mesoplodon hectori 	Hector se snoetwalvis		Afrikaans				
Acrocephalus scirpaceus	Hermanse Rietsanger		Afrikaans				
Cossypha heuglini	Heuglinse Janfrederik		Afrikaans				
Larus heuglini	Heuglinse meeu		Afrikaans				
Rhinolophus hildebrandtii	Hildebrandt se saalneusvlermuis		Afrikaans				
Rhinolophus hildebrandtii	Hildebrandt se vlermuis		Afrikaans				
Upupa africana	Hoephoep		Afrikaans				
Amblysomus septentrionalis 	Hoëveld gouemol		Afrikaans				
Mirafra fasciolata	Hoëveldklappertjie		Afrikaans				
Oenanthe pileata	Hoëveldskaapwagter		Afrikaans				
Phylloscopus trochilus	Hofsanger		Afrikaans				
Apus horus	Horuswindswael		Afrikaans				
Amblysomus hottentotus 	Hotnot-kruipmol		Afrikaans				
Amblysomus hottentotus 	Hottentot-gouemol		Afrikaans				
Limosa haemastica	Hudsonbaaigriet		Afrikaans				
Cisticola lais	Huiltinktinkie		Afrikaans				
Corvus splendens	Huiskraai		Afrikaans				
Passer domesticus	Huismossie		Afrikaans				
Delichon urbicum	Huisswael		Afrikaans				
Manis temminckii	Ietermagog		Afrikaans				
Thalassarche carteri	Indiese Geelneusalbatros (-malmok)		Afrikaans				
Acridotheres tristis	Indiese Spreeu		Afrikaans				
Acinonyx jubatus 	Jagluiperd		Afrikaans				
Pronolagus randensis 	Jameson se rooiklipkonyn		Afrikaans				
Pronolagus randensis 	Jameson-rooiklipkonyn		Afrikaans				
Lagonosticta rhodopareia	Jamesonse Vuurvinkie		Afrikaans				
Nectarinia famosa	Jangroentjie		Afrikaans				
Neamblysomus julianae 	Juliana se gouemol		Afrikaans				
Polyboroides typus	Kaalwangvalk		Afrikaans				
Equus zebra zebra 	Kaapse bergkwagga		Afrikaans				
Chaetops frenatus	Kaapse Berglyster		Afrikaans				
Equus zebra zebra 	Kaapse bergsebra		Afrikaans				
Georychus capensis 	Kaapse blesmol		Afrikaans				
Papio hamadryas 	Kaapse bobbejaan		Afrikaans				
Batis capensis	Kaapse Bosbontrokkie		Afrikaans				
Neoromicia capensis	Kaapse dakvlermuis		Afrikaans				
Bathyergus suillus 	Kaapse duinmol		Afrikaans				
Pternistis capensis	Kaapse Fisant		Afrikaans				
Euplectes capensis	Kaapse Flap		Afrikaans				
Zosterops virens	Kaapse Glasogie		Afrikaans				
Chrysochloris asiatica 	Kaapse gouemol		Afrikaans				
Galerella pulverulenta 	Kaapse grysmuisshond		Afrikaans				
Rhinolophus capensis 	Kaapse hoefystervlermuis		Afrikaans				
Serinus canicollis	Kaapse Kanarie		Afrikaans				
Anthoscopus minutus	Kaapse Kapokvoël		Afrikaans				
Mirafra apiata	Kaapse Klappertjie		Afrikaans				
elephantulus edwardii 	Kaapse klipklaasneus		Afrikaans				
Monticola rupestris	Kaapse Kliplyster		Afrikaans				
Chrysochloris asiatica 	Kaapse kruipmol		Afrikaans				
Turnix hottentottus	Kaapse Kwarteltjie		Afrikaans				
Myotis tricolor 	Kaapse langhaarvlermuis		Afrikaans				
Gerbilliscus  afra 	Kaapse nagmuis		Afrikaans				
Bubo capensis	Kaapse Ooruil		Afrikaans				
Arctocephalus pusillus 	Kaapse pelsrob		Afrikaans				
Crithagra totta	Kaapse Pietjiekanarie		Afrikaans				
Acrocephalus gracilirostris	Kaapse Rietsanger		Afrikaans				
Rhinolophus capensis 	Kaapse saalneusvlermuis		Afrikaans				
Anas smithii	Kaapse Slopeend		Afrikaans				
Promerops cafer	Kaapse Suikervoël		Afrikaans				
Pycnonotus capensis	Kaapse Tiptol		Afrikaans				
Otomys saundersiae	Kaapse vleirot		Afrikaans				
Bradypterus baboecala	Kaapse Vleisanger		Afrikaans				
Lagonosticta rubricata	Kaapse Vuurvinkie		Afrikaans				
Ploceus capensis	Kaapse Wewer		Afrikaans				
Hystrix africaeaustralis 	Kaapse ystervark		Afrikaans				
Scleroptila levaillantoides	Kalaharipatrys		Afrikaans				
Cercotrichas paena	Kalahariwipstert		Afrikaans				
Geronticus calvus	Kalkoenibis		Afrikaans				
Euryptila subcinnamomea	Kaneelborssanger		Afrikaans				
Aplopelia larvata	Kaneelduifie		Afrikaans				
Acomys subspinosis	Kap-Stachelmaus		Afrikaans				
Dendropicos fuscescens	Kardinaalspeg		Afrikaans				
Certhilauda subcoronata	Karoolangbeklewerik		Afrikaans				
Prinia maculosa	Karoolangstertjie		Afrikaans				
Calendulauda albescens	Karoolewerik		Afrikaans				
Otomys unisulcatus 	Karoose bosrot		Afrikaans				
Cercomela schlegelii	Karoospekvreter		Afrikaans				
Puffinus pacificus	Keilstertpylstormvoël		Afrikaans				
Pterocles namaqua	Kelkiewyn		Afrikaans				
Larus dominicanus	Kelpmeeu		Afrikaans				
Philomachus pugnax	Kemphaan		Afrikaans				
Lugensa brevirostris	Kerguelense Stormvoël		Afrikaans				
Anthus pseudosimilis	Kimberleykoester		Afrikaans				
Scotophilis  viridis	Klein geel dakvlermuis		Afrikaans				
Felis nigripes	Klein gekolde kat		Afrikaans				
Miniopterus fraterculus 	Klein grotvlermuis		Afrikaans				
Galerella pulverulenta 	Klein grysmuishond		Afrikaans				
Chaerephon pumila	Klein losstertvlermuis		Afrikaans				
Thryonomys gregorianus	Klein rietrot		Afrikaans				
Crocidura hirta 	Klein rooiskeerbek		Afrikaans				
Paracynictus selousi 	Klein witstertmuishond		Afrikaans				
Kerivoula lanosa 	Klein wolhaarvlermuis		Afrikaans				
Lamprotornis elisabeth	Klein-blouoorglansspreeu		Afrikaans				
Egretta caerulea	Kleinbloureier		Afrikaans				
Anous tenuirostris	Kleinbruinsterretjie		Afrikaans				
Dicrurus ludwigii	Kleinbyvanger		Afrikaans				
Merops pusillus	Kleinbyvreter		Afrikaans				
Tachybaptus ruficollis	Kleindobbertjie		Afrikaans				
Suncus varilla	Kleiner dwergskeerbek		Afrikaans				
Phoenicopterus minor	Kleinflamink		Afrikaans				
Fregata ariel	Kleinfregatvoël		Afrikaans				
Tringa flavipes	Kleingeelpootruiter		Afrikaans				
Ploceus intermedius	Kleingeelvink		Afrikaans				
Lamprotornis nitens	Kleinglansspreeu		Afrikaans				
Indicator minor	Kleinheuningwyser		Afrikaans				
Aquila ayresii	Kleinjagarend		Afrikaans				
Petromyscus collinus	Kleinklipmuis		Afrikaans				
Cuculus poliocephalus	Kleinkoekoek		Afrikaans				
Genetta genetta 	Kleinkolmuskejaatkat		Afrikaans				
Porphyrio alleni	Kleinkoningriethaan		Afrikaans				
Lutra maculicollis 	Kleinotter		Afrikaans				
Pelecanus rufescens	Kleinpelikaan		Afrikaans				
Puffinus assimilis	Kleinpylstormvoël		Afrikaans				
Porzana pusilla	Kleinriethaan		Afrikaans				
Ixobrychus minutus	Kleinrietreier (Woudapie)		Afrikaans				
Acrocephalus baeticatus	Kleinrietsanger		Afrikaans				
Cinnyris chalybeus	Klein-rooibandsuikerbekkie		Afrikaans				
Falco naumanni	Kleinrooivalk		Afrikaans				
Accipiter minullus	Kleinsperwer		Afrikaans				
Suncus infinitesimus	Kleinste dwergskeerbek		Afrikaans				
Cisticola ayresii	Kleinste Klopkloppie		Afrikaans				
Sterna albifrons	Kleinsterretjie		Afrikaans				
Calidris minuta	Kleinstrandloper		Afrikaans				
Hirundo abyssinica	Kleinstreepswael		Afrikaans				
Ciconia abdimii	Kleinswartooievaar		Afrikaans				
Larus fuscus	Kleinswartrugmeeu		Afrikaans				
Vanellus lugubris	Kleinswartvlerkkiewiet		Afrikaans				
Gallinula angulata	Kleinwaterhoender		Afrikaans				
Apus affinis	Kleinwindswael		Afrikaans				
Egretta garzetta	Kleinwitreier		Afrikaans				
Numenius phaeopus	Kleinwulp		Afrikaans				
Elephantulus myurus	Klip klaasneus		Afrikaans				
Oreotragus oreotragus 	Klipbokkie		Afrikaans				
Procavia capensis 	Klipdas		Afrikaans				
Procavia capensis 	Klipdassie		Afrikaans				
Pronolagus rupestris 	Kliphaas		Afrikaans				
Anthus crenatus	Klipkoester		Afrikaans				
Oreotragus oreotragus 	Klipspringer		Afrikaans				
Emberiza tahapisi	Klipstreepkoppie		Afrikaans				
Graphiurus platyops	Klipwaaierstertmuis		Afrikaans				
Sarkidiornis melanotos	Knobbeleend		Afrikaans				
Calidris canutus	Knoet		Afrikaans				
Stercorarius pomarinus	Knopstertroofmeeu		Afrikaans				
Coracias spatulatus	Knopsterttroupant		Afrikaans				
Tauraco corythaix	Knysnaloerie		Afrikaans				
Bradypterus sylvaticus	Knysnaruigtesanger		Afrikaans				
Campethera notata	Knysnaspeg		Afrikaans				
Tragelaphus strepsiceros 	Koedoe		Afrikaans				
Aviceda cuculoides	Koekoekvalk		Afrikaans				
Anomalospiza imberbis	Koekoekvink		Afrikaans				
Alopochen aegyptiaca	Kolgans		Afrikaans				
Lepus saxatilis 	Kolhaas		Afrikaans				
Atilax paludinosus 	Kommetjiegatmuishond		Afrikaans				
Granatina granatina	Koningblousysie		Afrikaans				
Aptenodytes patagonicus	Koningpikkewyn		Afrikaans				
Vidua macroura	Koningrooibekkie		Afrikaans				
Telophorus viridis	Konkoit		Afrikaans				
Tadorna cana	Kopereend		Afrikaans				
Plocepasser mahali	Koringvoël		Afrikaans				
Delphinus delphis	Kortbek gewone dolfyn		Afrikaans				
Hedydipna collaris	Kortbeksuikerbekkie		Afrikaans				
Certhilauda chuana	Kortkloulewerik		Afrikaans				
Elephantulus brachyrhynchus	Kortneus klaasneus		Afrikaans				
Euplectes axillaris	Kortstertflap		Afrikaans				
Anthus brachyurus	Kortstertkoester		Afrikaans				
Desmodillus auricularis 	kortstertnagmuis		Afrikaans				
Monticola brevipes	Korttoonkliplyster		Afrikaans				
Globicephala macrorhynchus 	Kortvinloodswalvis		Afrikaans				
Cisticola brachypterus	Kortvlerktinktinkie		Afrikaans				
Gyps coprotheres	Kransaasvoël		Afrikaans				
Columba guinea	Kransduif		Afrikaans				
Hirundo fuligula	Kransswael		Afrikaans				
Falco rupicolus	Kransvalk		Afrikaans				
Dromas ardeola	Krapvreter		Afrikaans				
Lobodon carcinophaga 	Krapvreterrob		Afrikaans				
Steatomys krebsii 	Krebs se vetmuis		Afrikaans				
Eurocephalus anguitimens	Kremetartlaksman		Afrikaans				
Atelerix frontalis 	Krimpvarkie		Afrikaans				
Calidris ferruginea	Krombekstrandloper		Afrikaans				
Stephanoaetus coronatus	Kroonarend		Afrikaans				
Vanellus coronatus	Kroonkiewiet		Afrikaans				
Pipistrellus hesperidus 	Kuhl se vlermuis		Afrikaans				
Pipistrellus hesperidus 	Kuhl-vlermuis		Afrikaans				
Bycanistes brevis	Kuifkopboskraai		Afrikaans				
Podiceps cristatus	Kuifkopdobbertjie		Afrikaans				
Phalacrocorax coronatus	Kuifkopduiker		Afrikaans				
Trachyphonus vaillantii	Kuifkophoutkapper		Afrikaans				
Sterna bengalensis	Kuifkopsterretjie		Afrikaans				
Guttera edouardi	Kuifkoptarentaal		Afrikaans				
Alcedo cristata	Kuifkopvisvanger		Afrikaans				
Grammomys cometes	Kusmuis		Afrikaans				
Crex crex	Kwartelkoning		Afrikaans				
Corythaixoides concolor	Kwêvoël		Afrikaans				
Mirafra rufocinnamomea	Laeveldklappertjie		Afrikaans				
Caprimulgus fossii	Laeveldnaguil		Afrikaans				
Scleroptila shelleyi	Laeveldpatrys		Afrikaans				
Rhinolophus landeri	Lander se saalneusvlermuis		Afrikaans				
Cisticola juncidis	Landeryklopkloppie		Afrikaans				
Buteo rufinus	Langbeenjakkalsvoël		Afrikaans				
Lissotis melanogaster	Langbeenkorhaan		Afrikaans				
Delphinus capensis 	Langbek gewone dolfyn		Afrikaans				
Lophaetus occipitalis	Langkuifarend		Afrikaans				
Eudyptes chrysolophus	Langkuifpikkewyn		Afrikaans				
Myosorex Iongicaudatus 	Langstertbosskeerbek		Afrikaans				
Eptesicus hottentotus 	Langstert-dakvlermuis		Afrikaans				
Euplectes progne	Langstertflap		Afrikaans				
Lamprotornis mevesii	Langstertglansspreeu		Afrikaans				
Anthus longicaudatus	Langstertkoester		Afrikaans				
Corvinella melanoleuca	Langstertlaksman		Afrikaans				
Stercorarius longicaudus	Langstertroofmeeu		Afrikaans				
Monticola explorator	Langtoonkliplyster		Afrikaans				
Calidris subminuta	Langtoonstrandloper		Afrikaans				
Globicephala melas 	Langvinloodswalvis		Afrikaans				
Pterodroma macroptera	Langvlerkstormvoël		Afrikaans				
Cossypha dichroa	Lawaaimakerjanfrederik		Afrikaans				
Mesoplodon layardii 	Layard se snoetwalvis		Afrikaans				
Panthera leo	Leeu		Afrikaans				
Vanellus senegallus	Lelkiewiet		Afrikaans				
Bugeranus carunculatus	Lelkraanvoël		Afrikaans				
Creatophora cinerea	Lelspreeu		Afrikaans				
Platalea alba	Lepelaar		Afrikaans				
Cistugo lesueuri 	Lesueur se Ianghaarvlermuis		Afrikaans				
Alcelaphus lichtensteinii 	Lichtenstein se hartbees		Afrikaans				
Parotomys littledalei 	Littledale se fluitrot		Afrikaans				
Neotis ludwigii	Ludwigse Pou		Afrikaans				
Panthera pardus 	Luiperd		Afrikaans				
Hydrurga leptonyx 	Luiperdrob		Afrikaans				
Cisticola aberrans	Luitinktinkie		Afrikaans				
Caracal caracal 	Lynx		Afrikaans				
Luscinia luscinia	Lysternagtegaal		Afrikaans				
Proteles cristatus	Maanhaarjakkals		Afrikaans				
Cuculus rochii	Madagaskarkoekoek		Afrikaans				
Tadarida fuminans	Madagaskarse groot losstertvlermuis		Afrikaans				
Spheniscus magellanicus	Magellaanse Pikkewyn		Afrikaans				
Balearica regulorum	Mahem		Afrikaans				
Pavo cristatus	Makpou		Afrikaans				
Puffinus griseus	Malbaatjie		Afrikaans				
Halcyon senegaloides	Manglietvisvanger		Afrikaans				
Crocidura maquassiensis 	Maquassie-skeerbek		Afrikaans				
Leptoptilos crumeniferus	Maraboe		Afrikaans				
Cinnyris mariquensis	Maricosuikerbekkie		Afrikaans				
Bradornis mariquensis	Maricovlieëvanger		Afrikaans				
Crocidura mariquensis 	Mariko-skeerbekmuis		Afrikaans				
Pachyptila salvini	Marionwalvisvoël		Afrikaans				
Amblysomus marleyi 	Marley se gouemol		Afrikaans				
Hyliota australis	Mashonahyliota		Afrikaans				
Chrysococcyx klaas	Meitjie		Afrikaans				
Rhynchogale melleri 	Meller se muishond		Afrikaans				
Mops midas 	Midas se losstertvlermuis		Afrikaans				
Felis nigripes	Mier-shooptier		Afrikaans				
Dicrurus adsimilis	Mikstertbyvanger		Afrikaans				
Larus sabini	Mikstertmeeu		Afrikaans				
Kogia sima 	Miniatuurpotvis		Afrikaans				
Balaenoptera acutorostrata	Minkewalvis		Afrikaans				
Tringa stagnatilis	Moerasruiter		Afrikaans				
Charadrius mongolus	Mongoolse Strandkiewiet		Afrikaans				
Necrosyrtes monachus	Monnikaasvoël		Afrikaans				
Chrysococcyx cupreus	Mooimeisie		Afrikaans				
Orcinus orca 	moordvis		Afrikaans				
Batis soror	Mosambiekbosbontrokkie		Afrikaans				
Tauraco livingstonii	Mosambiekloerie		Afrikaans				
Grammomys cometes	Mosambiek-woudmuis		Afrikaans				
Hirundo senegalensis	Moskeeswael		Afrikaans				
Bradornis pallidus	Muiskleurvlieëvanger		Afrikaans				
Apus bradfieldi	Muiskleurwindswael		Afrikaans				
Galago moholi	Nagapie		Afrikaans				
Desmodillus auricularis 	Nama/Damarakwalandse nagmuis		Afrikaans				
Oena capensis	Namakwaduifie		Afrikaans				
Micaelamys namaquensis 	Namakwalandse klipmuis		Afrikaans				
Phragmacia substriata	Namakwalangstertjie		Afrikaans				
Spizocorys sclateri	Namakwalewerik		Afrikaans				
Cinnyris fuscus	Namakwasuikerbekkie		Afrikaans				
Cossypha natalensis	Nataljanfrederik		Afrikaans				
Zoothera guttata	Natallyster		Afrikaans				
Pronolagus crassicaudatus 	Natal-rooiklipkonyn		Afrikaans				
Pternistis natalensis	Natalse Fisant		Afrikaans				
Mormopterus acetabulosus	Natalse losstertvlermuis		Afrikaans				
Caprimulgus natalensis	Natalse Naguil		Afrikaans				
Pronolagus crassicaudatus 	Natalse rooi klipkonyn		Afrikaans				
Mastomys natalensis 	Natalse vaalveldmuis		Afrikaans				
Cisticola fulvicapilla	Neddikkie		Afrikaans				
Anthus similis	Nicholsonse Koester		Afrikaans				
Mycteria ibis	Nimmersat		Afrikaans				
Tragelaphus angasii 	Njala		Afrikaans				
Dendrocygna viduata	Nonnetjie-eend		Afrikaans				
Tyto alba	Nonnetjie-uil		Afrikaans				
Dendromus nyikae 	Nyika-klimmuis		Afrikaans				
Loxodonta africana	Olifant		Afrikaans				
Hippolais olivetorum	Olyfboomsanger		Afrikaans				
Telophorus olivaceus	Olyfboslaksman		Afrikaans				
Merops superciliosus	Olyfbyvreter		Afrikaans				
Turdus olivaceus	Olyflyster		Afrikaans				
Cyanomitra olivacea	Olyfsuikerbekkie		Afrikaans				
Anastomus lamelligerus	Oopbekooievaar		Afrikaans				
Ourebia Ourebi 	Oorbiegie		Afrikaans				
Falco amurensis	Oostelike Rooipootvalk		Afrikaans				
Sterna nilotica	Oostelike Sterretjie		Afrikaans				
Oceanodroma matsudairae	Oosterse Stormswael		Afrikaans				
Chaetops aurantius	Oranjeborsberglyster		Afrikaans				
Telophorus sulfureopectus	Oranjeborsboslaksman		Afrikaans				
Anthobaphes violacea	Oranjeborssuikerbekkie		Afrikaans				
Macronyx capensis	Oranjekeelkalkoentjie		Afrikaans				
Zoothera gurneyi	Oranjelyster		Afrikaans				
Pytilia afra	Oranjevlerkmelba		Afrikaans				
Accipiter ovampensis	Ovambosperwer		Afrikaans				
Certhilauda brevirostris	Overberglangbeklewerik		Afrikaans				
Cichladusa arquata	Palmmôrelyster		Afrikaans				
Cypsiurus parvus	Palmwindswael		Afrikaans				
Treron calvus	Papegaaiduif		Afrikaans				
Terpsiphone viridis	Paradysvlieëvanger		Afrikaans				
Procellaria cinerea	Pediunker		Afrikaans				
Hirundo dimidiata	Pêrelborsswael		Afrikaans				
Crocidura silacea 	Peters se skeerbek		Afrikaans				
Spizocorys conirostris	Pienkbeklewerik		Afrikaans				
Neoromicia nanus	Piesangvlermuis		Afrikaans				
Cuculus solitarius	Piet-my-vrou		Afrikaans				
Parus afer	Piet-tjou-tjou-grysmees		Afrikaans				
Sauromys petrophilus	Platkop-losstertvlermuis		Afrikaans				
Physeter catodon	Potvis		Afrikaans				
Batis pririt	Priritbosbontrokkie		Afrikaans				
Cinnyris bifasciatus	Purperbandsuikerbekkie		Afrikaans				
Anas acuta	Pylsterteend		Afrikaans				
Vidua regia	Pylstertrooibekkie		Afrikaans				
Turdoides jardineii	Pylvlekkatlagter		Afrikaans				
Ardeola ralloides	Ralreier		Afrikaans				
Pronolagus randensis 	Randse rooihaas		Afrikaans				
Mellivora capensis 	Ratel		Afrikaans				
Neoromicia rendalli	Rendall se dakvlermuis		Afrikaans				
Cricetomys gambianus 	Reuse rot		Afrikaans				
Chrysospalax trevelyani	Reuse-gouemol		Afrikaans				
Chrysospalax trevelyani	Reuse-kruipmol		Afrikaans				
Macronectes giganteus	Reusenellie		Afrikaans				
Bubo lacteus	Reuse-ooruil		Afrikaans				
Ardea goliath	Reusereier		Afrikaans				
Sterna caspia	Reusesterretjie		Afrikaans				
Megaceryle maximus	Reusevisvanger		Afrikaans				
Redunca arundinum	Rietbok		Afrikaans				
Phalacrocorax africanus	Rietduiker		Afrikaans				
Thryonomys swinderianus	Rietrot		Afrikaans				
Psittacula krameri	Ringnekparkiet		Afrikaans				
Charadrius hiaticula	Ringnekstrandkiewiet		Afrikaans				
Grampus griseus 	Risso se dolfyn		Afrikaans				
Bunolagus monticularis 	Rivierkonyn		Afrikaans				
Pipistrellus rusticus	Roeskleurvlermuis		Afrikaans				
Sterna fuscata	Roetsterretjie		Afrikaans				
Falco concolor	Roetvalk		Afrikaans				
Macroscelides proboscideus	Ronde-oorklaasneus		Afrikaans				
Aquila rapax	Roofarend		Afrikaans				
Paraxerus palliatus 	Rooi eekhoring		Afrikaans				
Myotis bocagei 	rooi langhaarvlermuis		Afrikaans				
Sporaeginthus subflavus	Rooiassie		Afrikaans				
