taxonID	furtherInformationURL	parentNameUsageID	scientificName	higherClassification	EOLid
d6f42c951121709deeb7b2529937a001	http://www.protisten.de/gallery-ALL/718-Cristigera-setosa.html	pleuronematida-cyclidiidae	Cristigera setosa	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia|Pleuronematida|Cyclidiidae	
pleuronematida-cyclidiidae		scuticociliatia-pleuronematida	Cyclidiidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia|Pleuronematida	
e69a900e0f257a7b327a0cd48b26e268	http://www.protisten.de/gallery-ALL/719-Crucigenia-fenestrata.html	sphaeropleales-scenedesmaceae	Crucigenia fenestrata	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	913782
5ee9fec466459c85900ee1ae006c7383	http://www.protisten.de/gallery-ALL/721-Crucigeniella-lunaris.html	sphaeropleales-scenedesmaceae	Crucigeniella lunaris	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
2c89521f051c2f9b1367dbe1fdf01fbf	http://www.protisten.de/gallery-ALL/724-Cryptomonas-cylindracea.html	cryptomonadaceae-cryptomonadaceae	Cryptomonas cylindracea	Eucaryota|Cryptophyceae|Cryptomonadales|Cryptomonadaceae|Cryptomonadaceae	
eucaryota-cryptophyceae		eucaryota	Cryptophyceae	Eucaryota	
cryptophyceae-cryptomonadales		eucaryota-cryptophyceae	Cryptomonadales	Eucaryota|Cryptophyceae	
cryptomonadales-cryptomonadaceae		cryptophyceae-cryptomonadales	Cryptomonadaceae	Eucaryota|Cryptophyceae|Cryptomonadales	
cryptomonadaceae-cryptomonadaceae		cryptomonadales-cryptomonadaceae	Cryptomonadaceae	Eucaryota|Cryptophyceae|Cryptomonadales|Cryptomonadaceae	
b397101b36bea7c00067c59f0b513fb2	http://www.protisten.de/gallery-ALL/727-Cryptomonas-ovata.html	cryptomonadaceae-cryptomonadaceae	Cryptomonas ovata	Eucaryota|Cryptophyceae|Cryptomonadales|Cryptomonadaceae|Cryptomonadaceae	919368
70ca602809674b9f63d8a4266027f78b	http://www.protisten.de/gallery-ALL/735-Ctedoctema-acanthocryptum.html	pleuronematida-ctedoctematidae	Ctedoctema acanthocryptum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia|Pleuronematida|Ctedoctematidae	
pleuronematida-ctedoctematidae		scuticociliatia-pleuronematida	Ctedoctematidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia|Pleuronematida	
a9e3bfd4fb289780c814f0644578bc1c	http://www.protisten.de/gallery-ALL/736-Cyanophora-paradoxa.html	glaucocystophytaceae-cyanophoraceae	Cyanophora paradoxa	Eucaryota|Archaeplastida|Glaucophyta|Glaucocystophytaceae|Cyanophoraceae	
archaeplastida-glaucophyta		eucaryota-archaeplastida	Glaucophyta	Eucaryota|Archaeplastida	
glaucophyta-glaucocystophytaceae		archaeplastida-glaucophyta	Glaucocystophytaceae	Eucaryota|Archaeplastida|Glaucophyta	
glaucocystophytaceae-cyanophoraceae		glaucophyta-glaucocystophytaceae	Cyanophoraceae	Eucaryota|Archaeplastida|Glaucophyta|Glaucocystophytaceae	
29531fca81cf71551386340170a23b26	http://www.protisten.de/gallery-ALL/744-Cyanothece-major.html	oscillatoriales-cyanothecaceae	Cyanothece major	Bacteria|Cyanobacteria|Oscillatoriales|Cyanothecaceae	
oscillatoriales-cyanothecaceae		cyanobacteria-oscillatoriales	Cyanothecaceae	Bacteria|Cyanobacteria|Oscillatoriales	
8c415794b106708e3e14bf7a7878b972	http://www.protisten.de/gallery-ALL/748-Cyclostephanos-novae-zeelandiae.html	thalassiosirales-stephanodiscaceae	Cyclostephanos novae-zeelandiae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Stephanodiscaceae	
bacillariophyta-coscinodiscophycea		ochrophyta-bacillariophyta	Coscinodiscophycea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta	
coscinodiscophycea-thalassiosirophycidae		bacillariophyta-coscinodiscophycea	Thalassiosirophycidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea	
thalassiosirophycidae-thalassiosirales		coscinodiscophycea-thalassiosirophycidae	Thalassiosirales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae	
thalassiosirales-stephanodiscaceae		thalassiosirophycidae-thalassiosirales	Stephanodiscaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales	
d6f20b7b53d37c080e3f96b3893c96f6	http://www.protisten.de/gallery-ALL/749-Cyclotella-spec.html	thalassiosirales-stephanodiscaceae	Cyclotella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Stephanodiscaceae	
734ddec5b1d865d486293c7e5c7d5d53	http://www.protisten.de/gallery-ALL/756-Cylindrifflugia-acuminata.html	cylindrothecina-cylindrifflugiidae	Cylindrifflugia acuminata	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Cylindrothecina|Cylindrifflugiidae	
glutinoconcha-cylindrothecina		arcellinida-glutinoconcha	Cylindrothecina	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha	
cylindrothecina-cylindrifflugiidae		glutinoconcha-cylindrothecina	Cylindrifflugiidae	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Cylindrothecina	
4be51cd78256209f6007ad2db6428e2e	http://www.protisten.de/gallery-ALL/758-Cylindrifflugia-elegans.html	cylindrothecina-cylindrifflugiidae	Cylindrifflugia elegans	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Cylindrothecina|Cylindrifflugiidae	
fa2f1127fdf3243c1630589e130baf0d	http://www.protisten.de/gallery-ALL/766-Cylindrifflugia-lanceolata.html	cylindrothecina-cylindrifflugiidae	Cylindrifflugia lanceolata	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Cylindrothecina|Cylindrifflugiidae	
154761a032fea94858c26b169c883a06	http://www.protisten.de/gallery-ALL/770-Cylindrocystis-brebissonii.html	zygnematales-mesotaeniaceae	Cylindrocystis brebissonii	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Zygnematales|Mesotaeniaceae	
zygnematophycidae-zygnematales		zygnematophyceae-zygnematophycidae	Zygnematales	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae	
zygnematales-mesotaeniaceae		zygnematophycidae-zygnematales	Mesotaeniaceae	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Zygnematales	
2420eb0a3513df428abf5f6cf888e90e	http://www.protisten.de/gallery-ALL/771-Cylindrocystis-crassa.html	zygnematales-mesotaeniaceae	Cylindrocystis crassa	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Zygnematales|Mesotaeniaceae	
d6fbe23b384f5b4c6006f1814e13b60f	http://www.protisten.de/gallery-ALL/774-Cylindrospermum-spec.html	nostocales-nostocaceae	Cylindrospermum	Bacteria|Cyanobacteria|Nostocales|Nostocaceae	
11761e37faa2a3b80d420a9bef536a57	http://www.protisten.de/gallery-ALL/775-Cylindrospermum-majus.html	nostocales-nostocaceae	Cylindrospermum majus	Bacteria|Cyanobacteria|Nostocales|Nostocaceae	
c8e8d3ed4dfd728d2f8f169aee3acb09	http://www.protisten.de/gallery-ALL/777-Cylindrotheca-closterium.html	bacillariales-bacillariaceae	Cylindrotheca closterium	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales|Bacillariaceae	
e248db734f514ec49b703dc20dcafcd1	http://www.protisten.de/gallery-ALL/778-Cymbella-spec.html	cymbellales-cymbellaceae	Cymbella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales|Cymbellaceae	
bacillariophycidae-cymbellales		bacillariophyceae-bacillariophycidae	Cymbellales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae	
cymbellales-cymbellaceae		bacillariophycidae-cymbellales	Cymbellaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales	
592e6d83ad97bbdf341d1f4fb4141fd8	http://www.protisten.de/gallery-ALL/780-Cyphoderia-ampulla.html	euglyphida-cyphoderiidae	Cyphoderia ampulla	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Cyphoderiidae	
be5476e7df1003059edeb15599cb2ec8	http://www.protisten.de/gallery-ALL/792-Dactyliosolen-fragilissimus.html	rhizosoleniales-rhizosoleniaceae	Dactyliosolen fragilissimus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae|Rhizosoleniales|Rhizosoleniaceae	
coscinodiscophyceae-rhizosoleniophycidae		bacillariophyta-coscinodiscophyceae	Rhizosoleniophycidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae	
rhizosoleniophycidae-rhizosoleniales		coscinodiscophyceae-rhizosoleniophycidae	Rhizosoleniales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae	
rhizosoleniales-rhizosoleniaceae		rhizosoleniophycidae-rhizosoleniales	Rhizosoleniaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae|Rhizosoleniales	
9584b5441658fa5e83fdfaa047ef076c	http://www.protisten.de/gallery-ALL/795-Daphnia-pulex.html	diplostraca-unclassified_diplostraca	Daphnia pulex	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Pancrustacea|Brachiopoda|Diplostraca|unclassified Diplostraca	
ecdysozoa-arthropoda		protostomia-ecdysozoa	Arthropoda	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa	
diplostraca-unclassified_diplostraca		brachiopoda-diplostraca	unclassified Diplostraca	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Pancrustacea|Brachiopoda|Diplostraca	
8e8a52461c011c8ffa359fabb285414b	http://www.protisten.de/gallery-ALL/798-Dendromonas-virgaria.html	chromulinales-chromulinaceae	Dendromonas virgaria	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Chrysophyceae|Chromulinales|Chromulinaceae	
1733bc470f803b0e702cf72d9dc496c4	http://www.protisten.de/gallery-ALL/799-Desmidium-grevillei.html	desmidiales-desmidiaceae	Desmidium grevillei	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
bb29b1782ae8d5ca33cf1cca47b6e4a5	http://www.protisten.de/gallery-ALL/806-Desmidium-swartzii.html	desmidiales-desmidiaceae	Desmidium swartzii	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f0775dbcd926fcf6963abbcd1c67549c	http://www.protisten.de/gallery-ALL/809-Desmodesmus-armatus-asymetricus.html	sphaeropleales-scenedesmaceae	Desmodesmus armatus var. asymetricus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
30f701760d439be744961a7a209fec85	http://www.protisten.de/gallery-ALL/810-Desmodesmus-communis.html	sphaeropleales-scenedesmaceae	Desmodesmus communis	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
f06fa96212ba0124cd1c0fcf2a2c97be	http://www.protisten.de/gallery-ALL/818-Desmodesmus-opoliensis.html	sphaeropleales-scenedesmaceae	Desmodesmus opoliensis	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
0fa5344bfa2b35764deb98f45d396daa	http://www.protisten.de/gallery-ALL/819-Desmodesmus-opoliensis-carinatus.html	sphaeropleales-scenedesmaceae	Desmodesmus opoliensis var. carinatus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
d57cd6d43e46065bb2977aa4fa65ccfc	http://www.protisten.de/gallery-ALL/820-Desmodesmus-opoliensis-mononensis.html	sphaeropleales-scenedesmaceae	Desmodesmus opoliensis var. mononensis	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
d3dab63158a23a372ae03a6ee3f96a1d	http://www.protisten.de/gallery-ALL/821-Desmodesmus-subspicatus.html	sphaeropleales-scenedesmaceae	Desmodesmus subspicatus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
16aab49a1930348a35cb9b701235fb3a	http://www.protisten.de/gallery-ALL/822-Diaphoropodon-mobile.html	tectofilosida-chlamydophryidae	Diaphoropodon mobile	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Thecofilosea|Tectofilosida|Chlamydophryidae	
cercozoa-thecofilosea		rhizaria-cercozoa	Thecofilosea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa	
thecofilosea-tectofilosida		cercozoa-thecofilosea	Tectofilosida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Thecofilosea	
tectofilosida-chlamydophryidae		thecofilosea-tectofilosida	Chlamydophryidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Thecofilosea|Tectofilosida	
7edf6ca799ce4a60e985c795ed219dfb	http://www.protisten.de/gallery-ALL/823-Diatoma-vulgare.html	fragilariales-fragilariaceae	Diatoma vulgare	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales|Fragilariaceae	46156575
593a31fe984eaf3c4ee389bc26d00a6b	http://www.protisten.de/gallery-ALL/825-Dictyocha-speculum.html	dictyochales-dictyochaceae	Dictyocha speculum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochales|Dictyochaceae	
dictyochophyceae-dictyochales		ochrophyta-dictyochophyceae	Dictyochales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Dictyochophyceae	
dictyochales-dictyochaceae		dictyochophyceae-dictyochales	Dictyochaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Dictyochophyceae|Dictyochales	
8cf079ee7aa41db0a55ed4cfa0f5df4e	http://www.protisten.de/gallery-ALL/827-Dictyosphaerium-ehrenbergianum.html	chlorellales-chlorellaceae	Dictyosphaerium ehrenbergianum	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Chlorellaceae	
5b7ec8aee3daa6aacfa456d41de735b1	http://www.protisten.de/gallery-ALL/829-Difflugia-spec.html	longithecina-difflugiidae	Difflugia	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
glutinoconcha-longithecina		arcellinida-glutinoconcha	Longithecina	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha	
longithecina-difflugiidae		glutinoconcha-longithecina	Difflugiidae	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina	
eeb71e013367b4878ca9a66f157e5387	http://www.protisten.de/gallery-ALL/830-Difflugia-paulii.html	longithecina-difflugiidae	Difflugia paulii	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
3479be61542041476c998d912405decc	http://www.protisten.de/gallery-ALL/831-Difflugia-pyriformis.html	longithecina-difflugiidae	Difflugia pyriformis	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
30844ade252a2fb33939e44b656a05c1	http://www.protisten.de/gallery-ALL/838-Difflugia-rubescens.html	longithecina-difflugiidae	Difflugia rubescens	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
23d85595f4990570239c78e9b88dd32f	http://www.protisten.de/gallery-ALL/840-Difflugia-serrata.html	longithecina-difflugiidae	Difflugia serrata	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
4c724333eacea8e15db9c3cd6ae617ca	http://www.protisten.de/gallery-ALL/841-Difflugia-urceolata.html	longithecina-difflugiidae	Difflugia urceolata	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
6b92c533aabafb4f0da59fd7a6091a7c	http://www.protisten.de/gallery-ALL/843-Difflugia-ventricosa.html	longithecina-difflugiidae	Difflugia ventricosa	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
f84082f4b122e96ce2b5264978b0dd46	http://www.protisten.de/gallery-ALL/844-Difflugia-venusta.html	longithecina-difflugiidae	Difflugia venusta	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Longithecina|Difflugiidae	
2e017509bc64d43b8a9282afbfa8a8f9	http://www.protisten.de/gallery-ALL/847-Dimorphococcus-lunatus.html	sphaeropleales-scenedesmataceae	Dimorphococcus lunatus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmataceae	
5f35b4ef9b350db1387893176931dd07	http://www.protisten.de/gallery-ALL/849-Dinobryon-divergens.html	chromulinales-dinobryaceae	Dinobryon divergens	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Chrysophyceae|Chromulinales|Dinobryaceae	
chromulinales-dinobryaceae		chrysophyceae-chromulinales	Dinobryaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Chrysophyceae|Chromulinales	
85fe839759473da80a52b7f5ed37f088	http://www.protisten.de/gallery-ALL/859-Dinobryon-sociale-var-stipitatum.html	chromulinales-dinobryaceae	Dinobryon sociale var. stipitatum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Chrysophyceae|Chromulinales|Dinobryaceae	
f976cf7612ce4e83b548fc48c68ee6c2	http://www.protisten.de/gallery-ALL/866-Dinophysis-acuta.html	dinophysiales-dinophysaceae	Dinophysis acuta	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Dinophysiales|Dinophysaceae	
dinophyceae-dinophysiales		alveolata-dinophyceae	Dinophysiales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae	
dinophysiales-dinophysaceae		dinophyceae-dinophysiales	Dinophysaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Dinophysiales	
3e8c901e561ec6fd7a42e247dbf18ed9	http://www.protisten.de/gallery-ALL/873-Diplophrys-archeri.html	labyrinthulomycetes-amphitremida	Diplophrys archeri	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigrya|Labyrinthulomycetes|Amphitremida	2912239
stramenopiles-bigrya		sar_(stramenopiles,_alveolates,_rhizaria)-stramenopiles	Bigrya	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles	
bigrya-labyrinthulomycetes		stramenopiles-bigrya	Labyrinthulomycetes	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigrya	
labyrinthulomycetes-amphitremida		bigrya-labyrinthulomycetes	Amphitremida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigrya|Labyrinthulomycetes	
e91dfe15b7a71a1e1b26677645d6992c	http://www.protisten.de/gallery-ALL/875-Diplosigopsis-spec.html	choanoflagellata-craspedida	Diplosigopsis	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida	
64050b5fa222208d5a853bd2a3b6d06b	http://www.protisten.de/gallery-ALL/882-Discomorphella-pectinata.html	odontostomatida-discomorphellidae	Discomorphella pectinata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Odontostomatea|Odontostomatida|Discomorphellidae	
intramacronucleata-odontostomatea		ciliophora-intramacronucleata	Odontostomatea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata	
odontostomatea-odontostomatida		intramacronucleata-odontostomatea	Odontostomatida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Odontostomatea	
odontostomatida-discomorphellidae		odontostomatea-odontostomatida	Discomorphellidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Odontostomatea|Odontostomatida	
2a1f464768f31d5ec943b1e37d043836	http://www.protisten.de/gallery-ALL/883-Distigma-proteus.html	rhabdomonadales-distigmidae	Distigma proteus	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Aphagea|Rhabdomonadales|Distigmidae	
spirocuta-aphagea		euglenida-spirocuta	Aphagea	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta	
aphagea-rhabdomonadales		spirocuta-aphagea	Rhabdomonadales	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Aphagea	
rhabdomonadales-distigmidae		aphagea-rhabdomonadales	Distigmidae	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Aphagea|Rhabdomonadales	
b79c37898c2f019a4b6e6355d5c92be3	http://www.protisten.de/gallery-ALL/886-Ditylum-brightwellii.html	lithodesmiales-lithodesmiaceae	Ditylum brightwellii	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Mediophyceae|Lithodesmiophycidae|Lithodesmiales|Lithodesmiaceae	
mediophyceae-lithodesmiophycidae		bacillariophyta-mediophyceae	Lithodesmiophycidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Mediophyceae	
lithodesmiophycidae-lithodesmiales		mediophyceae-lithodesmiophycidae	Lithodesmiales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Mediophyceae|Lithodesmiophycidae	
lithodesmiales-lithodesmiaceae		lithodesmiophycidae-lithodesmiales	Lithodesmiaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Mediophyceae|Lithodesmiophycidae|Lithodesmiales	
