taxonID	furtherInformationURL	parentNameUsageID	scientificName	higherClassification	EOLid
ceramiales-rhodomelaceae		rhodymeniophycidae-ceramiales	Rhodomelaceae	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniophycidae|Ceramiales	
rhodomelaceae-polysiphonioideae		ceramiales-rhodomelaceae	Polysiphonioideae	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniophycidae|Ceramiales|Rhodomelaceae	
4d5f5781dac089fb4fc4ceacc4d2bdfc	http://www.protisten.de/gallery-ALL/1974-Pompholyxophrys-punicea.html	nucletmycea-rotosphaerida	Pompholyxophrys punicea	Eucaryota|Opisthokonta|Nucletmycea|Rotosphaerida	52788371
bb5a6acb5af99527075fe222e991b5f0	http://www.protisten.de/gallery-ALL/1980-Pontigulasia-rhumbleri.html	elardia-incertae_sedis_arcellinida	Pontigulasia rhumbleri	Eucaryota|Amoebozoa|Tubulinea|Elardia|Incertae sedis Arcellinida	
elardia-incertae_sedis_arcellinida		tubulinea-elardia	Incertae sedis Arcellinida	Eucaryota|Amoebozoa|Tubulinea|Elardia	
15185f6db37ca7e3b1e2409f793e0f90	http://www.protisten.de/gallery-ALL/1982-Porosira-glacialis.html	thalassiosirales-thalassiosiraceae	Porosira glacialis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae	
thalassiosirales-thalassiosiraceae		thalassiosirophycidae-thalassiosirales	Thalassiosiraceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales	
83bf6f2721156fcf52a083ecfa081b02	http://www.protisten.de/gallery-ALL/1988-Porphyridium-spec.html	porphyridiales-porphyridiaceae	Porphyridium	Eucaryota|Archaeplastida|Rhodophyta|Bangiophyceae|Porphyridiales|Porphyridiaceae	
rhodophyta-bangiophyceae		archaeplastida-rhodophyta	Bangiophyceae	Eucaryota|Archaeplastida|Rhodophyta	
bangiophyceae-porphyridiales		rhodophyta-bangiophyceae	Porphyridiales	Eucaryota|Archaeplastida|Rhodophyta|Bangiophyceae	
porphyridiales-porphyridiaceae		bangiophyceae-porphyridiales	Porphyridiaceae	Eucaryota|Archaeplastida|Rhodophyta|Bangiophyceae|Porphyridiales	
e6ff49f6b986948d15458427c777c528	http://www.protisten.de/gallery-ALL/1989-Porphyridium-purpureum.html	porphyridiales-porphyridiaceae	Porphyridium purpureum	Eucaryota|Archaeplastida|Rhodophyta|Bangiophyceae|Porphyridiales|Porphyridiaceae	
76a49c030f40a61793196fb917e694b7	http://www.protisten.de/gallery-ALL/1993-Proboscia-alata.html	rhizosoleniales-rhizosoleniaceae	Proboscia	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae|Rhizosoleniales|Rhizosoleniaceae	
082cc7da702cdbaf738306af43313114	http://www.protisten.de/gallery-ALL/1995-Proboscia-alata.html	rhizosoleniales-rhizosoleniaceae	Proboscia alata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae|Rhizosoleniales|Rhizosoleniaceae	
3acd415eb3acf488f566628b2f34a64d	http://www.protisten.de/gallery-ALL/2000-Protoderma-spec.html	ouu_clade-ulotrichales	Protoderma	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Ulvophyceae|OUU clade|Ulotrichales	
ulvophyceae-ouu_clade		chlorophyta-ulvophyceae	OUU clade	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Ulvophyceae	
ouu_clade-ulotrichales		ulvophyceae-ouu_clade	Ulotrichales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Ulvophyceae|OUU clade	
fbdbe74724484238abb230c75ccc81ec	http://www.protisten.de/gallery-ALL/2001-Protoderma-beesleyi.html	ouu_clade-ulotrichales	Protoderma beesleyi	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Ulvophyceae|OUU clade|Ulotrichales	
79bd124aed308837d3616bf0bd01fb53	http://www.protisten.de/gallery-ALL/2002-Protoperidinium-depressum.html	peridiniales-protoperidiniaceae	Protoperidinium depressum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Peridiniales|Protoperidiniaceae	
peridiniales-protoperidiniaceae		dinophyceae-peridiniales	Protoperidiniaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Peridiniales	
9fadeb61bf66f483f6461884266a48df	http://www.protisten.de/gallery-ALL/2006-Protoperidinium-divergens.html	peridiniales-protoperidiniaceae	Protoperidinium divergens	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Peridiniales|Protoperidiniaceae	
b0b3fb3d9ba4eec44eb4394bd18948d2	http://www.protisten.de/gallery-ALL/2007-Protoperidinium-pellucidum.html	peridiniales-protoperidiniaceae	Protoperidinium pellucidum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Peridiniales|Protoperidiniaceae	
170c4a4e6fe48c71c7622086f8752039	http://www.protisten.de/gallery-ALL/2010-Pseudoblepharisma-tenue.html	heterotrichida-blepharismidae	Pseudoblepharisma tenue	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida|Blepharismidae	
heterotrichida-blepharismidae		heterotrichea-heterotrichida	Blepharismidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida	
bea3c9f474471b502a7935ef16c4e3bf	http://www.protisten.de/gallery-ALL/2013-Pseudomicrothorax-dubius.html	microthoracida-pseudomicrothoracidae	Pseudomicrothorax dubius	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolates|Ciliophora|Intramacronucleata|Nassulophorea|Microthoracida|Pseudomicrothoracidae	
intramacronucleata-nassulophorea		ciliophora-intramacronucleata	Nassulophorea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolates|Ciliophora|Intramacronucleata	
nassulophorea-microthoracida		intramacronucleata-nassulophorea	Microthoracida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolates|Ciliophora|Intramacronucleata|Nassulophorea	
microthoracida-pseudomicrothoracidae		nassulophorea-microthoracida	Pseudomicrothoracidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolates|Ciliophora|Intramacronucleata|Nassulophorea|Microthoracida	
42742460e1cc20f83980a28f5c89c37b	http://www.protisten.de/gallery-ALL/2014-Pseudopediastrum-boryanum.html	sphaeropleales-hydrodictyaceae	Pseudopediastrum boryanum	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Hydrodictyaceae	
95b970129434308322a22e59516f9298	http://www.protisten.de/gallery-ALL/2017-Pseudopediastrum-boryanum-longicorne.html	sphaeropleales-hydrodictyaceae	Pseudopediastrum boryanum var. longicorne	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Hydrodictyaceae	
942ea136dd433dcf8b93841aab615310	http://www.protisten.de/gallery-ALL/2020-Pseudosolenia-calcar-avis.html	rhizosoleniales-rhizosoleniaceae	Pseudosolenia calcar-avis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae|Rhizosoleniales|Rhizosoleniaceae	
92e4f8210f09fa03f486feda8bc365a7	http://www.protisten.de/gallery-ALL/2033-Pseudospora-spec.html	rhizaria-cercozoa	Pseudospora	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa	
e7fae8f3e7c97dae9b2182a4736931bb	http://www.protisten.de/gallery-ALL/2034-Pseudostaurastrum-enorme.html	eustigmatophyceae-goniochloridales	Pseudostaurastrum enorme	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Eustigmatophyceae|Goniochloridales	
f3756edbce8e0e9015a7bdb69f915392	http://www.protisten.de/gallery-ALL/2035-Pseudostaurastrum-limneticum.html	eustigmatophyceae-goniochloridales	Pseudostaurastrum limneticum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Eustigmatophyceae|Goniochloridales	
52702ca8e878622c71a7f73a04fc6a33	http://www.protisten.de/gallery-ALL/2038-Pseudo-nitzschia-delicatissima.html	bacillariales-bacillariaceae	Pseudo-nitzschia delicatissima	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales|Bacillariaceae	
7e39f33caf69d16c7415073cf048ab10	http://www.protisten.de/gallery-ALL/2039-Pseudo-nitzschia-pungens.html	bacillariales-bacillariaceae	Pseudo-nitzschia pungens	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales|Bacillariaceae	
9cb510711888a0169a8fb81e170f1e92	http://www.protisten.de/gallery-ALL/2047-Pteromonas-aculeata.html	chlamydomonadales-phacotaceae	Pteromonas aculeata	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Phacotaceae	
chlamydomonadales-phacotaceae		chlorophyceae-chlamydomonadales	Phacotaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales	
5db7427299085b34b18d4076d5cc0c7a	http://www.protisten.de/gallery-ALL/2051-Ptygura.html	flosculariacea-flosculariidae	Ptygura	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea|Flosculariidae	
f49231c5f3ca05b8ffd37eaf09d858d1	http://www.protisten.de/gallery-ALL/2053-Ptygura-brachiata.html	flosculariacea-flosculariidae	Ptygura brachiata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea|Flosculariidae	1062407
6ca9b6f71ce37b535721c02fba989072	http://www.protisten.de/gallery-ALL/2054-Ptygura-kostei.html	flosculariacea-flosculariidae	Ptygura kostei	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea|Flosculariidae	
424c6400dbcbe8aa33de610b96796015	http://www.protisten.de/gallery-ALL/2065-Ptygura-longicornis.html	flosculariacea-flosculariidae	Ptygura longicornis	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea|Flosculariidae	
bb446312dcf764528b3cdd6a5d6ad75f	http://www.protisten.de/gallery-ALL/2076-Ptygura-pilula.html	flosculariacea-flosculariidae	Ptygura pilula	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea|Flosculariidae	
55f43c299f122072c58d66db517fe3e3	http://www.protisten.de/gallery-ALL/2084-Pyxicola-entzi.html	sessilida-vaginicolidae	Pyxicola entzi	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Vaginicolidae	
86037102544cd816e26f6c5401a46b2a	http://www.protisten.de/gallery-ALL/2088-Pyxicola-carteri.html	sessilida-vaginicolidae	Pyxicola carteri	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Vaginicolidae	
05696139486e049ebec3c0d7b49879e0	http://www.protisten.de/gallery-ALL/2091-Pyxicola-operculigera.html	sessilida-vaginicolidae	Pyxicola operculigera	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Vaginicolidae	
09d02dc52dfdf92381878b071c028a2d	http://www.protisten.de/gallery-ALL/2093-Pyxidicula-spec.html	organoconcha-microchlamyiidae	Pyxidicula	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Organoconcha|Microchlamyiidae	
6f1ca6e97648eeabeeeff6a3d1657153	http://www.protisten.de/gallery-ALL/2095-Pyxidicula-cymbalum.html	organoconcha-microchlamyiidae	Pyxidicula cymbalum	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Organoconcha|Microchlamyiidae	2970000
e2f702b3147cfbca349d23ccd25c5a4d	http://www.protisten.de/gallery-ALL/2097-Pyxidicula-operculata.html	organoconcha-microchlamyiidae	Pyxidicula operculata	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Organoconcha|Microchlamyiidae	
767bfda134a678ac12682ef71dfa0097	http://www.protisten.de/gallery-ALL/2105-Pyxidiella-spec.html	sessilida-operculariidae	Pyxidiella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida|Operculariidae	
sessilida-operculariidae		peritrichia-sessilida	Operculariidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritrichia|Sessilida	
493d2e15b35fedd0ae8fb810ba614e09	http://www.protisten.de/gallery-ALL/2106-Quadrulella-symmetrica.html	hyalospheniformes-hyalospheniidae	Quadrulella symmetrica	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Hyalospheniformes|Hyalospheniidae	
c8df32e08e2fa1f8990ca3cd47b2e153	http://www.protisten.de/gallery-ALL/2107-Raphidiophrys-capitata.html	raphistida-raphidiophryidae	Raphidiophrys capitata	Eucaryota|Haptista|Centroplasthelida|Pterocystida|Raphistida|Raphidiophryidae	
pterocystida-raphistida		centroplasthelida-pterocystida	Raphistida	Eucaryota|Haptista|Centroplasthelida|Pterocystida	
raphistida-raphidiophryidae		pterocystida-raphistida	Raphidiophryidae	Eucaryota|Haptista|Centroplasthelida|Pterocystida|Raphistida	
2872f9da9f711691fc5b5f7acf3ffad2	http://www.protisten.de/gallery-ALL/2112-Raphidiophrys-coerulea.html	raphistida-raphidiophryidae	Raphidiophrys coerulea	Eucaryota|Haptista|Centroplasthelida|Pterocystida|Raphistida|Raphidiophryidae	
9810d5346f68a3c6ec78bcaa60e7f226	http://www.protisten.de/gallery-ALL/2113-Raphidiophrys-elegans.html	raphistida-raphidiophryidae	Raphidiophrys elegans	Eucaryota|Haptista|Centroplasthelida|Pterocystida|Raphistida|Raphidiophryidae	
a1c5a304bf225d64575ca97a1d31a4d8	http://www.protisten.de/gallery-ALL/2114-Raphidiophrys-viridis.html	raphistida-raphidiophryidae	Raphidiophrys viridis	Eucaryota|Haptista|Centroplasthelida|Pterocystida|Raphistida|Raphidiophryidae	
bb13a6675606403a0182c8e322187055	http://www.protisten.de/gallery-ALL/2116-Raphidocelis-arcuata.html	sphaeropleales-selenastraceae	Raphidocelis arcuata	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Selenastraceae	
7d5405425335dc7db517af98c8e8f29a	http://www.protisten.de/gallery-ALL/2117-Raphidocystis-marginata.html	panacanthocystida-acanthocystida	Raphidocystis marginata	Eucaryota|Haptista|Centroplasthelida|Panacanthocystida|Acanthocystida	
b4ede7af06c0c400e11c644c4e5bd140	http://www.protisten.de/gallery-ALL/2119-Raphidocystis-pallida.html	panacanthocystida-acanthocystida	Raphidocystis pallida	Eucaryota|Haptista|Centroplasthelida|Panacanthocystida|Acanthocystida	
2b11568e2dc610f72dc3b16add1770f9	http://www.protisten.de/gallery-ALL/2120-Raphidocystis-tubifera.html	panacanthocystida-acanthocystida	Raphidocystis tubifera	Eucaryota|Haptista|Centroplasthelida|Panacanthocystida|Acanthocystida	
ed8b13227be255ab2d6b627d15b2a121	http://www.protisten.de/gallery-ALL/2121-Rhabdonema-arcuatum.html	rhabdonematales-rhabdonemataceae	Rhabdonema arcuatum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Rhabdonematales|Rhabdonemataceae	
fragilariophycidae-rhabdonematales		fragilariophyceae-fragilariophycidae	Rhabdonematales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae	
rhabdonematales-rhabdonemataceae		fragilariophycidae-rhabdonematales	Rhabdonemataceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Rhabdonematales	
e9750cd2f99402a933a0bcffd9ec8353	http://www.protisten.de/gallery-ALL/2127-Rayssiella-hemisphaerica.html	sphaeropleales-scenedesmaceae	Rayssiella hemisphaerica	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Scenedesmaceae	
5f27c8c904b64d236a3768dab96bc981	http://www.protisten.de/gallery-ALL/2129-Rhizamoeba-clavarioides.html	leptomyxida-flabellulidae	Rhizamoeba clavarioides	Eucaryota|Amoebozoa|Tubulinea|Elardia|Leptomyxida|Flabellulidae	
elardia-leptomyxida		tubulinea-elardia	Leptomyxida	Eucaryota|Amoebozoa|Tubulinea|Elardia	
leptomyxida-flabellulidae		elardia-leptomyxida	Flabellulidae	Eucaryota|Amoebozoa|Tubulinea|Elardia|Leptomyxida	
9c4b6e7904e400948ff91df1bbabb9a4	http://www.protisten.de/gallery-ALL/2130-Rhizaspis-spec.html	thecofilosea-tectofilosida	Rhizaspis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Thecofilosea|Tectofilosida	
1205b6a9a49b518fecb5fc6db5a385be	http://www.protisten.de/gallery-ALL/2133-Rhizosolenia-setigera.html	rhizosoleniales-rhizosoleniaceae	Rhizosolenia setigera	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Rhizosoleniophycidae|Rhizosoleniales|Rhizosoleniaceae	
5b240cc0e5a0229f8e55c9587018610c	http://www.protisten.de/gallery-ALL/2153-Rhoicosphenia-abbreviata.html	cymbellales-rhoicospheniaceae	Rhoicosphenia abbreviata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales|Rhoicospheniaceae	
cymbellales-rhoicospheniaceae		bacillariophycidae-cymbellales	Rhoicospheniaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales	
cf59da95fc6befc033c30d2527c319a2	http://www.protisten.de/gallery-ALL/2158-Rhopalodia-gibba.html	rhopalodiales-rhopalodiaceae	Rhopalodia gibba	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Rhopalodiales|Rhopalodiaceae	
8c31398b40019981928cb366a609e040	http://www.protisten.de/gallery-ALL/2159-Rotaria-tardigrada.html	bdelloidea-philodinidae	Rotaria tardigrada	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Bdelloidea|Philodinidae	
49bd7c0a436d29b969eff28ce12d4d15	http://www.protisten.de/gallery-ALL/2163-Saccamoeba-spec.html	euamoebida-hartmannellidae	Saccamoeba	Eucaryota|Amoebozoa|Tubulinea|Elardia|Euamoebida|Hartmannellidae	
euamoebida-hartmannellidae		elardia-euamoebida	Hartmannellidae	Eucaryota|Amoebozoa|Tubulinea|Elardia|Euamoebida	
b03e7f6ae1004197bbc6daa2e802a95f	http://www.protisten.de/gallery-ALL/2165-Saccamoeba-limax.html	euamoebida-hartmannellidae	Saccamoeba limax	Eucaryota|Amoebozoa|Tubulinea|Elardia|Euamoebida|Hartmannellidae	
d56c1f1a7d19d9ba0093c4e9f8fd2e33	http://www.protisten.de/gallery-ALL/2177-Salpingoeca-spec.html	craspedida-salpingoecidae	Salpingoeca	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
78565cd0af3d6594af4f2a97986f4745	http://www.protisten.de/gallery-ALL/2183-Salpingoeca-amphoridium.html	craspedida-salpingoecidae	Salpingoeca amphoridium	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
bd3e65b42903abde589140fc40beb198	http://www.protisten.de/gallery-ALL/2185-Salpingoeca-clarkii.html	craspedida-salpingoecidae	Salpingoeca clarkii	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
805094806e6ef09277569f4aeff9b891	http://www.protisten.de/gallery-ALL/2187-Salpingoeca-frequentissima.html	craspedida-salpingoecidae	Salpingoeca frequentissima	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
03deb32373f80ba13bc58452f001affc	http://www.protisten.de/gallery-ALL/2189-Salpingoeca-fusiformis.html	craspedida-salpingoecidae	Salpingoeca fusiformis	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
9d920f30cb5a5bb7fd6c0b3a2fb228b3	http://www.protisten.de/gallery-ALL/2195-Salpingoeca-longipes.html	craspedida-salpingoecidae	Salpingoeca longipes	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
a1e851043a86f5551bd452738e2c51a8	http://www.protisten.de/gallery-ALL/2196-Salpingoeca-vaginicola.html	craspedida-salpingoecidae	Salpingoeca vaginicola	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
4c5c8d12378fe07b65c948dc325909ae	http://www.protisten.de/gallery-ALL/2198-Scytonema-mirabile.html	nostocales-scytonemataceae	Scytonema mirabile	Bacteria|Cyanobacteria|Nostocales|Scytonemataceae	
nostocales-scytonemataceae		cyanobacteria-nostocales	Scytonemataceae	Bacteria|Cyanobacteria|Nostocales	
cdf49e24ad422a7842321f5b64d68d76	http://www.protisten.de/gallery-ALL/2200-Selenastrum-bibraianum.html	sphaeropleales-selenastraceae	Selenastrum bibraianum	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Selenastraceae	
976a61ae86cac16ed1137606867d2dce	http://www.protisten.de/gallery-ALL/2203-Siderocapsa-spec.html	nitrosomonadales-gallionellaceae	Siderocapsa	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae	
betaproteobacteria-nitrosomonadales		proteobacteria-betaproteobacteria	Nitrosomonadales	Bacteria|Proteobacteria|Betaproteobacteria	
nitrosomonadales-gallionellaceae		betaproteobacteria-nitrosomonadales	Gallionellaceae	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales	
3e4d0bb1bc2d23f49d988a39601f0ac5	http://www.protisten.de/gallery-ALL/2205-Skeletonema-spec.html	thalassiosirales-skeletonemaceae	Skeletonema	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Skeletonemaceae	
thalassiosirales-skeletonemaceae		thalassiosirophycidae-thalassiosirales	Skeletonemaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales	
6bfc9f0ecda0468e03bfa99e09b5d67b	http://www.protisten.de/gallery-ALL/2213-Skeletonema-costatum.html	thalassiosirales-skeletonemaceae	Skeletonema costatum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophycea|Thalassiosirophycidae|Thalassiosirales|Skeletonemaceae	
16f648ef3668c7b6567d7a9109802220	http://www.protisten.de/gallery-ALL/2219-Sphaerastrum-fockii.html	pterista-heterophryidae	Sphaerastrum fockii	Eucaryota|Haptista|Centroplasthelida|Pterocystida|Pterista|Heterophryidae	
fbd44873b1fe5bd36e94d6735b7f2cd0	http://www.protisten.de/gallery-ALL/2220-Sphaeroeca-volvox.html	craspedida-salpingoecidae	Sphaeroeca volvox	Eucaryota|Opisthokonta|Choanoflagellata|Craspedida|Salpingoecidae	
96f236781c7ad8f0421a4f24ffa7b40f	http://www.protisten.de/gallery-ALL/2222-Sphenoderia-fissirostris.html	euglyphina-sphenoderiidae	Sphenoderia fissirostris	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphina|Sphenoderiidae	
euglyphina-sphenoderiidae		euglyphida-euglyphina	Sphenoderiidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphina	
db4271d37843a83b37b6fd26219451c7	http://www.protisten.de/gallery-ALL/2223-Sphenoderia-lenta.html	euglyphina-sphenoderiidae	Sphenoderia lenta	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphina|Sphenoderiidae	
ce7f244d3f25eed467ac0c5d244c7170	http://www.protisten.de/gallery-ALL/2225-Spirogyra-spec.html	zygnematales-zygnemataceae	Spirogyra	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnematophycidae|Zygnematales|Zygnemataceae	
a03a059684a4abbff5d02dee9a82a693	http://www.protisten.de/gallery-ALL/2234-Spirorbis-spec.html	spirorbinae-spirorbini	Spirorbis	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Annelida|Pleistoannelida|Sedentaria|Serpulidae|Spirorbinae|Spirorbini	
spiralia-annelida		protostomia-spiralia	Annelida	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia	
annelida-pleistoannelida		spiralia-annelida	Pleistoannelida	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Annelida	
pleistoannelida-sedentaria		annelida-pleistoannelida	Sedentaria	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Annelida|Pleistoannelida	
sedentaria-serpulidae		pleistoannelida-sedentaria	Serpulidae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Annelida|Pleistoannelida|Sedentaria	
serpulidae-spirorbinae		sedentaria-serpulidae	Spirorbinae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Annelida|Pleistoannelida|Sedentaria|Serpulidae	
spirorbinae-spirorbini		serpulidae-spirorbinae	Spirorbini	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Annelida|Pleistoannelida|Sedentaria|Serpulidae|Spirorbinae	
